ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,88466.8
0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,91562.6
1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,85439.2
0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,80185.8
1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,76668.4
1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,80026.6
1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,84230.4
0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,70693.8
0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,84672.4
0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,81015.2
0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,77993.4
1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,65964.2
0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,82486.8
1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,89732.2
1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,79645.2
1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,82250.8
0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,87797.8
0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,68653.4
0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,68730.0
1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,75167.6
1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,95490.0
0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,83568.2
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,59112.6
0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,75954.2
1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,70317.2
1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,82652.4
0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,62320.8
0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,94978.8
0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,69220.0
1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,75497.4
1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,64968.8
0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,74126.2
0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,97408.6
1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,86104.4
0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,81733.8
1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,83740.2
0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,71194.4
0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,77361.6
0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,88317.0
1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,74948.8
1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,79031.2
0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,70548.2
0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,82549.4
1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,97943.6
1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,76753.8
1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,58805.6
0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,97713.6
0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,101765.6
1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,86834.0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,63796.8
0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,81091.0
0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,74536.0
0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,75399.8
0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,64930.2
0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,58742.6
0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,65697.2
0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,97735.0
1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,80675.2
1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,95825.8
0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,72356.2
1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,70195.0
0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,71531.2
0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,84053.2
0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,89872.4
1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,74223.8
1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,73516.0
1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,83580.2
0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,77984.6
0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,76158.0
0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,76586.8
0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,69670.8
1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,88673.4
0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,74918.0
0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,96416.6
0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,88947.2
1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,75641.8
1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,67666.2
0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,76717.0
0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,68333.4
0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,88986.8
1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,60638.4
1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,85779.2
1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,82630.8
1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,63742.4
0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,71704.2
0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,89739.4
0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,83762.4
0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,80814.4
1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,69878.0
0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,77484.0
0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,82569.2
0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,72856.0
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,67301.2
1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,87899.4
0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,77850.8
1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,84432.6
0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,84336.0
1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,81703.6
1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,83732.0
1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,68921.8
