new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
3,2,2,1,1,1,1,0,0,0,47.138
4,3,3,1,0,1,1,0,1,0,42.596
2,3,3,0,1,1,1,1,1,1,87.736
2,3,3,0,0,0,1,0,1,1,84.452
4,1,3,1,1,1,1,0,1,1,23.268
4,1,3,0,0,1,1,1,0,1,25.476
2,1,1,1,0,0,1,0,1,1,43.772
2,1,3,0,1,1,0,0,0,0,46.034
3,3,1,1,1,0,1,1,1,0,58.8
4,3,2,0,1,1,0,0,1,0,39.128
2,3,2,0,1,1,1,0,1,0,83.398
3,2,3,1,1,0,1,0,1,1,41.866
3,3,3,0,0,0,1,0,1,1,59.354
2,2,1,0,0,0,0,0,1,1,57.844
3,1,1,1,0,1,1,0,0,0,29.906
2,2,2,0,1,0,0,0,0,1,64.606
3,2,2,0,0,1,0,1,1,0,42.726
1,2,3,1,0,0,1,1,1,1,119.416
4,3,2,1,1,0,0,1,0,0,46.222
1,2,2,0,0,0,1,0,0,0,131.054
4,1,1,0,0,0,1,0,0,1,23.632
3,2,1,1,0,0,1,0,0,1,47.036
3,2,1,1,1,1,1,0,1,1,41.07
1,1,3,0,0,1,1,0,1,1,87.748
1,3,2,1,0,1,1,0,0,1,173.328
1,3,2,0,0,0,1,0,0,1,181.532
3,2,3,1,1,1,0,0,0,1,43.238
2,2,1,1,1,1,0,1,1,1,58.836
1,3,1,1,1,0,0,0,0,1,155.458
3,3,2,0,0,0,1,0,1,1,58.894
1,2,2,1,0,0,0,1,0,1,128.004
3,1,2,1,1,1,0,0,0,1,29.312
4,1,2,0,1,1,1,0,1,1,24.016
4,2,3,1,0,0,0,0,1,1,29.528
3,3,2,0,1,1,0,0,1,1,51.492
2,1,2,1,1,1,0,1,1,0,45.772
4,1,2,1,1,1,0,1,0,1,23.39
2,3,2,1,1,1,1,0,1,0,80.35
2,2,3,0,1,0,1,1,0,1,74.706
1,2,1,1,1,1,0,0,1,0,102.812
1,2,3,0,0,1,1,1,1,1,125.494
4,3,3,1,1,0,0,0,1,0,38.064
2,3,3,0,0,1,1,1,1,1,87.924
3,3,1,0,0,1,1,1,0,0,75.72
2,3,3,1,0,0,0,0,1,1,73.36
1,2,2,1,0,0,0,0,1,1,104.996
4,2,3,0,1,1,1,1,0,1,38.302
4,2,3,0,1,1,1,0,1,0,32.75
4,2,2,1,0,0,0,0,0,0,32.322
2,3,3,0,0,1,1,0,1,0,84.32
4,3,1,0,0,0,1,0,0,0,49.752
1,3,3,1,1,1,0,1,1,0,146.086
3,3,2,1,1,0,0,0,1,0,49.814
3,3,1,1,1,0,1,0,0,0,65.892
1,2,2,0,0,0,1,0,1,1,117.714
4,2,3,0,1,1,1,0,0,0,36.94
4,3,2,0,1,1,1,0,0,0,49.638
1,2,3,0,1,0,0,1,1,0,118.192
3,1,3,1,0,0,0,0,1,0,30.772
2,3,2,0,0,1,0,1,1,0,80.408
2,1,1,0,1,0,0,1,1,1,49.332
2,1,3,1,1,0,1,0,1,1,43.268
4,1,3,1,1,0,0,1,0,1,23.036
3,2,3,0,0,0,1,0,0,0,51.194
2,3,1,0,0,0,1,1,0,0,104.306
4,2,1,1,0,1,0,1,0,0,34.686
1,1,1,1,0,1,0,1,0,0,88.258
2,2,3,1,1,0,1,1,0,0,70.222
4,3,2,1,0,0,0,0,1,0,37.964
2,3,1,0,1,1,0,0,0,0,86.796
2,2,2,1,0,0,1,1,1,0,63.506
1,3,1,1,1,1,0,1,0,1,172.548
1,3,2,1,1,1,1,1,0,1,184.54
1,1,3,1,1,1,1,0,1,1,80.502
4,1,1,0,0,0,1,0,0,0,23.584
4,1,2,0,0,0,1,1,1,0,25.284
3,3,1,0,0,1,0,1,0,1,67.852
3,1,2,1,0,1,1,1,1,1,32.544
4,1,3,1,0,0,0,0,1,0,23.552
1,3,2,0,0,0,0,0,0,1,166.0
3,2,3,1,1,1,0,1,1,1,40.266
1,2,1,1,1,1,0,1,1,1,111.978
2,2,1,0,0,0,0,0,0,1,64.884
3,1,2,0,1,0,0,1,1,1,33.268
2,2,2,1,1,1,1,0,0,1,65.806
1,1,1,0,1,0,0,1,1,1,93.186
4,2,3,1,1,0,0,1,0,1,33.89
4,1,2,0,0,1,1,1,0,0,25.318
4,1,1,1,0,0,1,1,1,0,23.93
1,1,1,1,1,0,0,1,0,0,85.976
3,3,1,0,1,1,1,1,1,0,61.282
2,2,3,0,0,0,1,1,0,0,75.166
2,2,3,1,1,1,1,1,1,0,62.43
4,3,3,1,0,1,0,0,0,1,44.148
1,2,1,0,1,0,0,1,0,1,134.052
1,2,3,0,1,0,0,0,1,1,109.412
3,2,3,1,1,0,1,1,0,1,50.06
4,1,2,1,1,1,0,0,0,0,22.626
2,1,3,0,1,0,1,0,1,1,46.298
2,2,2,1,1,1,1,1,0,0,70.476
