ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,81985.4
0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,72810.8
1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,81364.2
0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,71339.0
0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,78008.0
0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,92403.4
0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,90095.6
1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,77935.4
1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,80646.0
0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,87682.2
1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,62483.0
1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,80406.8
0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,68374.2
1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,76359.0
0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,92006.6
1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,81246.8
1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,67150.0
0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,70586.6
1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,90436.0
0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,84414.2
1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,74213.4
0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,69414.4
1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,64097.6
1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,81386.6
1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,92019.4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53936.2
1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,81124.2
1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,71620.2
0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,78295.6
1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,77529.8
0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,80884.2
0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,87463.6
0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,68647.8
1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,70541.6
0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,83200.6
1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,84314.8
1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,61505.0
1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,87022.4
0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,75205.0
1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,70129.2
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,59976.0
0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,80586.8
1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,71150.0
1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,72887.0
1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,89652.2
0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,100012.4
0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,69463.4
1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,83878.6
0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,78049.4
1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,74738.0
1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,93399.4
1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,66706.8
1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,80285.6
0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,77284.4
0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,76248.0
1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,100738.0
1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,72227.6
0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,69861.0
0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,79067.4
1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,75047.6
0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,67551.2
1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,89188.2
0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,60174.0
0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,77467.4
1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,81640.6
1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,88811.0
1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,80457.6
1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,75471.4
0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,65829.2
0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,79247.8
1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,87911.0
1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,61967.6
0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,87983.4
1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,76521.6
0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,60558.0
1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,82277.0
1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,66327.6
0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,84360.4
1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,87829.4
