new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
2,1,3,0,0,1,1,0,1,1,47.042
3,1,1,0,1,0,1,1,0,1,33.664
1,2,3,0,1,1,1,1,0,1,141.166
2,2,3,0,0,1,1,1,0,0,75.406
3,3,3,0,1,0,0,1,0,1,66.778
3,1,2,0,0,0,1,1,1,1,34.228
1,2,2,1,0,1,1,1,1,0,119.08
1,2,1,1,1,1,1,0,0,1,122.666
3,3,2,0,1,0,1,0,1,0,58.954
4,1,2,0,0,0,0,1,1,1,25.2
4,2,2,0,0,0,1,1,1,0,33.518
4,1,2,0,0,0,1,1,0,1,25.256
2,2,3,1,0,1,0,1,0,1,67.63
2,3,3,1,1,1,0,0,0,1,83.53
4,2,3,0,1,0,1,0,0,1,36.598
3,2,1,1,0,0,0,1,0,0,47.14
4,3,1,1,0,0,1,0,0,0,47.1
4,3,1,1,1,0,1,1,1,1,42.788
3,2,3,1,0,0,1,1,0,1,50.63
1,3,2,0,0,1,0,1,0,0,182.798
4,3,3,1,0,0,1,0,1,0,43.142
3,1,2,0,1,0,1,0,0,1,31.37
2,3,2,0,0,0,0,0,0,0,88.364
4,3,1,1,1,0,0,0,0,1,42.36
4,1,1,1,0,0,0,1,1,0,23.52
4,1,1,1,0,1,0,0,0,1,22.172
1,1,2,1,1,0,1,0,1,1,79.7
2,3,2,0,1,0,0,1,0,0,95.23
3,2,2,0,1,1,0,0,0,1,45.342
1,1,2,0,0,1,0,0,0,0,85.976
1,2,3,1,1,0,0,0,0,1,115.122
3,3,3,1,1,0,1,1,1,1,58.858
1,2,2,1,0,1,1,0,0,0,124.628
3,2,2,1,0,0,1,1,1,1,43.858
2,2,1,0,0,0,1,1,0,1,75.42
2,3,2,0,1,0,1,1,0,0,103.232
1,1,1,0,1,1,1,0,0,0,84.826
4,3,3,1,0,0,1,1,0,1,50.454
4,2,1,1,0,1,1,1,1,0,32.09
3,1,2,0,1,1,1,1,0,0,33.396
1,1,1,1,0,0,0,0,1,0,80.744
2,1,1,1,1,0,0,0,0,0,41.756
2,2,2,0,0,1,0,1,1,0,62.632
4,3,2,0,0,0,1,1,1,1,44.928
3,2,1,1,1,0,0,0,1,1,37.616
4,3,2,0,1,0,0,1,0,0,48.718
3,3,3,1,0,1,1,1,0,1,71.806
1,2,3,1,0,1,0,0,0,1,117.372
3,2,2,0,1,0,1,1,0,0,53.476
4,2,3,1,0,0,1,1,1,0,31.854
4,1,3,1,0,0,0,1,1,1,23.704
1,3,3,0,0,0,0,1,1,1,153.548
1,2,2,0,1,1,1,1,1,1,124.784
4,1,2,0,1,1,0,0,1,0,23.964
3,2,3,0,0,0,1,0,0,1,51.166
4,1,1,0,1,1,0,1,0,1,24.98
3,1,1,1,1,0,1,0,0,0,29.056
2,1,3,0,0,1,1,1,0,1,50.454
2,2,3,0,0,0,0,1,0,0,71.3
1,3,3,0,0,0,1,1,1,0,164.724
1,3,2,0,1,1,1,0,0,0,178.698
1,3,1,0,0,0,0,1,1,0,153.338
4,3,1,0,0,0,1,0,0,0,49.752
4,1,3,0,1,1,1,1,0,1,25.296
3,1,2,0,1,0,1,0,1,1,31.35
1,2,2,0,0,0,0,0,0,1,123.106
1,2,2,1,0,0,1,1,1,1,119.458
1,2,1,1,1,0,1,1,0,0,131.712
2,2,2,0,0,1,0,1,0,1,71.786
3,2,1,0,0,0,1,0,1,0,43.474
3,3,3,0,1,0,1,0,1,1,59.1
2,1,2,1,0,1,1,0,0,0,44.238
3,2,1,0,1,1,0,1,0,0,49.678
2,1,1,1,0,0,0,1,0,1,46.77
1,3,3,1,0,0,1,0,1,1,152.3
1,2,3,0,0,1,0,0,1,1,110.168
4,1,3,0,1,0,0,1,0,0,24.88
4,2,3,1,1,0,0,0,1,1,29.14
2,2,1,0,1,0,0,0,0,1,64.338
3,3,1,1,1,1,0,0,0,1,57.664
3,1,3,1,0,1,1,1,0,1,32.162
1,3,1,1,1,1,1,1,0,0,183.728
4,3,1,1,0,1,0,0,0,0,43.144
4,2,3,1,0,1,1,1,1,0,32.054
4,2,2,0,1,1,1,1,1,0,33.394
2,1,3,1,0,0,1,0,0,0,44.502
4,2,2,0,1,1,0,0,1,0,30.488
4,3,3,1,0,0,0,1,0,0,46.918
2,3,1,0,1,1,1,0,0,1,95.76
3,1,2,1,0,1,1,1,0,0,31.848
2,3,3,0,1,1,1,0,1,1,83.902
1,1,3,0,1,0,0,0,0,0,84.832
2,2,2,0,1,1,1,0,0,0,70.428
2,1,2,0,0,0,0,1,0,0,49.612
2,3,2,1,1,0,0,1,1,1,76.806
4,2,3,1,1,0,0,0,0,0,32.598
4,1,1,0,0,0,0,0,0,0,23.434
1,3,2,1,1,1,1,1,0,0,183.844
2,1,2,1,0,0,0,0,1,1,43.662
2,1,1,1,1,1,0,1,0,1,45.972
