new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
1,2,2,2,0,1,512,9,164.441
1,1,1,1,1,0,4096,1,337.4748
0,2,1,0,0,0,2048,9,167.909
1,0,1,1,0,0,4096,9,337.4748
1,1,1,2,1,1,2048,1,337.4748
0,2,2,2,0,0,512,9,164.3146
1,2,2,2,0,0,2048,1,167.0078
0,2,2,2,0,1,2048,1,164.6412
0,1,2,1,0,0,512,9,337.4748
0,0,2,0,1,1,4096,0,164.3484
0,2,1,2,1,1,2048,5,337.4748
0,0,2,1,0,0,1024,5,337.4748
1,1,2,1,0,1,2048,9,337.4748
1,1,1,1,0,0,512,1,337.4748
1,1,1,0,1,0,2048,9,337.4748
1,0,1,1,0,0,1024,1,337.4748
1,0,2,1,1,0,4096,5,337.4748
1,2,1,2,1,0,1024,1,337.4748
1,2,1,1,0,1,4096,9,337.4748
0,1,1,0,0,1,1024,1,337.4748
1,0,2,0,1,1,1024,5,337.4748
0,1,1,1,0,1,4096,1,337.4748
1,2,2,2,0,1,2048,0,337.4748
0,1,2,2,1,1,2048,1,337.4748
0,2,2,2,0,1,2048,5,165.8012
0,2,2,0,0,1,2048,5,163.1684
0,1,2,2,1,1,4096,9,337.4748
0,1,2,1,0,1,512,9,337.4748
0,2,2,1,0,0,512,1,165.4646
1,2,2,0,0,1,512,0,337.4748
1,1,2,2,0,1,1024,5,337.4748
1,1,2,2,1,0,1024,1,337.4748
1,1,1,1,1,0,4096,1,337.4748
0,0,2,0,1,0,512,9,337.4748
0,2,2,0,1,0,1024,9,165.5232
0,1,1,0,0,0,1024,0,32.268
1,0,1,0,0,1,4096,0,166.5042
0,2,2,2,1,0,2048,9,164.9366
1,2,2,1,0,0,512,0,337.4748
0,2,1,0,0,0,1024,5,167.4082
0,0,2,0,1,0,4096,0,164.9116
0,1,1,0,1,0,4096,9,337.4748
1,1,1,0,0,0,1024,0,32.4778
0,0,2,1,0,0,512,1,337.4748
1,2,2,0,1,1,2048,9,165.2884
1,1,2,1,0,0,4096,9,337.4748
1,1,2,1,0,0,1024,1,337.4748
0,2,2,0,1,1,4096,9,164.9448
0,1,2,2,0,0,512,1,337.4748
0,2,1,0,0,0,4096,1,167.098
1,1,2,0,0,1,512,0,31.2796
1,0,2,0,1,1,2048,5,337.4748
1,0,2,2,1,0,1024,1,337.4748
0,1,2,0,1,1,2048,0,32.3634
1,1,2,2,1,0,1024,0,31.7822
0,0,1,2,0,0,512,0,337.4748
0,0,2,1,0,1,512,0,165.268
1,0,2,1,1,1,2048,9,337.4748
0,2,2,2,0,0,1024,0,337.4748
1,2,1,1,1,1,2048,1,337.4748
0,2,1,1,1,0,1024,9,337.4748
0,0,1,1,0,0,512,0,337.4748
0,0,1,0,1,1,2048,1,337.4748
0,2,1,1,1,0,512,1,337.4748
0,0,1,0,1,1,1024,9,337.4748
0,1,2,1,0,0,4096,5,337.4748
1,2,2,0,0,0,2048,5,164.8898
1,0,1,2,0,0,2048,9,337.4748
0,1,2,2,0,0,4096,5,337.4748
1,1,1,2,0,0,4096,1,337.4748
0,0,2,2,1,1,512,1,337.4748
1,0,1,1,0,1,4096,0,337.4748
1,2,2,1,1,1,4096,0,337.4748
1,0,2,0,1,1,512,9,337.4748
0,0,1,0,1,0,2048,0,166.6926
1,0,2,0,0,0,4096,9,337.4748
1,1,2,2,0,0,4096,1,337.4748
1,0,1,0,0,1,2048,0,165.3552
0,0,2,2,0,0,1024,9,337.4748
0,0,2,2,0,1,4096,5,337.4748
0,2,1,0,0,0,512,5,166.6212
1,0,1,1,1,0,2048,5,337.4748
1,1,1,0,0,1,1024,5,337.4748
0,0,2,1,1,1,4096,0,164.5404
1,2,1,0,1,0,512,5,168.1308
0,0,1,1,1,1,1024,0,337.4748
1,2,1,1,0,0,4096,0,337.4748
0,0,2,2,0,0,1024,1,337.4748
0,0,2,0,0,0,2048,1,337.4748
0,0,2,1,0,1,1024,9,337.4748
1,0,2,1,1,1,2048,0,166.0536
0,0,2,2,0,0,1024,9,337.4748
0,2,2,2,0,1,512,5,164.7928
1,1,1,0,0,1,4096,5,337.4748
1,1,1,0,1,0,2048,9,337.4748
1,1,2,2,1,1,512,0,32.3934
0,1,2,2,0,0,2048,0,31.9334
0,1,2,1,0,0,1024,0,31.283
0,2,2,0,0,0,4096,1,165.3918
0,1,1,2,1,1,1024,5,337.4748
