new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
1,0,2,1,0,0,1024,9,337.4748
0,2,1,2,0,1,1024,1,337.4748
0,2,1,2,1,0,4096,0,337.4748
1,2,2,1,0,1,2048,1,166.4322
0,1,2,0,0,0,512,5,337.4748
1,0,2,0,0,1,512,5,337.4748
0,1,2,0,1,1,4096,5,337.4748
0,2,1,2,1,0,1024,9,337.4748
0,1,2,1,1,0,512,0,31.03
1,1,2,1,0,1,512,0,32.099
1,0,2,2,0,0,2048,0,163.4202
1,0,2,2,0,1,512,0,163.7938
1,1,2,1,1,1,512,5,337.4748
1,0,2,2,1,0,4096,5,337.4748
1,0,1,0,1,1,512,1,337.4748
1,0,1,0,0,1,4096,5,337.4748
0,2,1,2,1,1,2048,5,337.4748
0,0,2,2,1,0,512,9,337.4748
0,2,1,1,0,1,512,5,337.4748
0,0,2,0,0,0,512,1,337.4748
1,0,1,1,0,0,4096,5,337.4748
0,1,2,2,0,1,4096,5,337.4748
1,2,2,2,1,0,4096,9,165.3268
0,0,1,0,0,1,1024,1,337.4748
1,2,2,1,0,1,4096,0,337.4748
0,2,2,0,0,0,512,0,337.4748
0,1,1,1,1,0,512,1,337.4748
0,0,2,2,1,0,1024,0,161.9528
1,0,1,2,1,1,1024,1,337.4748
0,0,1,1,0,0,512,1,337.4748
0,1,1,0,0,1,2048,5,337.4748
0,1,2,0,0,1,1024,9,337.4748
0,0,2,0,0,1,4096,5,337.4748
1,0,1,2,1,0,2048,1,337.4748
0,2,1,2,0,1,4096,9,337.4748
0,1,1,1,0,0,4096,9,337.4748
1,0,1,0,0,0,4096,0,166.614
0,0,1,1,1,0,512,1,337.4748
1,0,2,2,1,0,4096,1,337.4748
0,1,1,2,1,0,4096,9,337.4748
0,1,1,2,1,1,4096,9,337.4748
1,2,1,0,0,1,4096,0,337.4748
1,1,2,2,0,0,512,5,337.4748
1,2,1,1,0,1,512,1,337.4748
1,2,1,0,0,0,4096,5,167.3366
0,0,1,1,0,0,1024,1,337.4748
1,2,2,0,1,1,2048,5,165.2798
0,2,1,2,0,0,1024,9,337.4748
0,0,1,1,0,1,512,1,337.4748
0,0,1,1,1,0,512,5,337.4748
0,1,1,1,0,0,512,5,337.4748
1,2,1,0,0,0,512,1,166.3008
0,0,2,2,1,0,1024,1,337.4748
1,2,2,1,0,1,512,1,165.3788
1,2,2,2,0,1,512,9,164.441
0,1,2,1,0,1,512,9,337.4748
1,1,1,2,1,0,4096,0,337.4748
1,1,1,0,1,1,4096,1,337.4748
0,0,1,2,0,0,2048,1,337.4748
1,1,1,2,0,1,1024,1,337.4748
1,2,1,0,1,1,2048,9,168.7032
0,2,1,0,1,1,1024,0,337.4748
0,0,2,1,1,0,512,0,165.6874
0,0,2,2,0,0,1024,1,337.4748
0,0,2,0,0,0,512,9,337.4748
0,2,2,2,1,1,4096,5,165.53
0,1,1,2,1,1,1024,1,337.4748
1,1,2,1,1,1,1024,9,337.4748
0,0,2,2,0,1,4096,1,337.4748
1,0,1,2,0,1,512,0,337.4748
1,2,1,2,0,0,1024,1,337.4748
0,2,1,2,0,1,512,0,337.4748
0,0,1,2,0,0,2048,1,337.4748
1,1,1,1,0,0,4096,1,337.4748
0,0,1,0,0,0,1024,1,337.4748
0,0,1,0,1,0,4096,1,337.4748
0,2,1,2,0,1,1024,0,337.4748
1,2,2,0,1,0,512,9,165.5104
0,2,1,1,0,0,4096,0,337.4748
0,1,1,1,0,0,4096,0,337.4748
1,0,1,2,0,0,512,9,337.4748
1,1,1,1,0,1,1024,0,337.4748
1,1,1,0,0,0,2048,5,337.4748
0,1,2,0,0,0,512,5,337.4748
0,2,2,1,1,0,1024,0,337.4748
1,0,2,2,0,0,2048,0,163.4202
1,0,1,1,0,1,2048,9,337.4748
0,2,2,1,1,0,512,9,167.3204
1,1,1,2,0,0,512,9,337.4748
0,0,2,2,1,0,1024,0,161.9528
0,2,1,0,1,1,1024,0,337.4748
0,1,1,0,1,0,4096,0,32.237
1,2,1,0,1,0,512,0,337.4748
1,0,2,1,0,1,512,0,165.4614
1,0,2,2,0,1,2048,9,337.4748
1,2,1,2,1,1,2048,9,337.4748
0,2,1,0,0,0,2048,0,337.4748
0,1,1,2,0,0,1024,1,337.4748
0,2,2,0,0,1,1024,5,164.4738
1,2,1,2,0,0,2048,9,337.4748
