new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
0,0,2,0,0,1,2048,0,166.7804
0,1,1,2,0,1,1024,1,337.4748
0,0,2,1,1,0,2048,1,337.4748
0,2,1,1,0,0,2048,5,337.4748
0,2,2,2,1,1,2048,1,165.2686
0,0,2,2,1,1,1024,9,337.4748
0,1,2,0,0,1,512,1,337.4748
0,1,2,2,1,0,1024,5,337.4748
1,1,2,0,1,0,1024,1,337.4748
0,1,1,1,0,1,4096,5,337.4748
0,0,2,2,1,1,2048,0,165.5004
0,0,2,0,1,1,1024,1,337.4748
0,0,1,2,1,1,512,1,337.4748
0,2,1,1,0,0,2048,9,337.4748
1,2,2,1,1,0,1024,1,163.8996
1,1,2,1,0,1,4096,0,33.1188
1,1,1,2,0,0,512,1,337.4748
0,0,2,1,1,0,2048,5,337.4748
1,1,2,2,1,1,4096,1,337.4748
1,0,2,2,1,1,512,0,166.1112
1,0,2,1,0,0,4096,9,337.4748
0,2,1,1,1,0,1024,0,337.4748
1,2,2,1,1,0,2048,1,167.6088
0,0,1,0,0,1,4096,9,337.4748
1,0,1,0,0,0,4096,0,166.614
0,2,2,0,0,1,512,5,164.7842
1,1,2,2,0,1,512,5,337.4748
0,0,1,1,1,0,1024,5,337.4748
0,1,2,1,0,1,1024,0,32.4226
1,0,2,1,0,0,2048,1,337.4748
1,2,2,1,1,0,512,5,165.4086
0,0,2,2,1,1,4096,5,337.4748
0,0,1,2,1,0,2048,1,337.4748
1,2,1,2,0,0,512,0,337.4748
0,2,1,2,0,0,2048,9,337.4748
1,1,1,1,0,1,512,0,337.4748
1,1,1,0,0,0,512,5,337.4748
0,0,1,2,0,1,4096,5,337.4748
1,1,1,2,0,0,512,1,337.4748
0,2,1,0,1,1,4096,9,167.779
0,2,2,0,1,0,512,5,163.0798
0,2,2,0,1,0,2048,0,337.4748
1,0,1,1,1,0,512,1,337.4748
1,1,1,2,1,1,512,9,337.4748
1,2,2,1,0,1,512,5,165.5166
1,2,1,2,0,0,4096,9,337.4748
1,2,1,0,0,1,2048,1,168.2004
0,0,1,0,0,0,1024,0,166.8602
0,2,2,1,1,1,4096,5,166.794
1,2,1,2,1,0,2048,9,337.4748
1,0,1,1,0,0,512,9,337.4748
1,0,1,1,1,1,2048,0,337.4748
0,2,2,1,0,0,4096,5,166.55
1,1,1,0,1,0,1024,1,337.4748
1,2,1,1,1,0,2048,1,337.4748
0,0,1,2,0,1,2048,5,337.4748
1,2,2,0,0,0,2048,9,165.0488
1,1,2,1,1,0,1024,5,337.4748
1,0,2,2,0,1,2048,9,337.4748
0,0,1,1,0,1,2048,1,337.4748
1,2,1,1,0,0,2048,9,337.4748
1,2,1,1,0,0,4096,5,337.4748
1,2,1,1,1,0,1024,1,337.4748
1,0,1,1,0,1,2048,9,337.4748
1,0,2,1,1,0,512,5,337.4748
0,2,2,0,0,1,512,0,337.4748
1,0,1,1,1,1,2048,9,337.4748
1,0,2,2,0,1,512,9,337.4748
0,0,1,0,0,1,512,1,337.4748
0,1,1,0,1,0,1024,0,31.9034
0,0,1,0,0,1,2048,1,337.4748
1,0,1,2,0,0,1024,1,337.4748
1,1,1,2,1,1,2048,9,337.4748
1,1,2,1,1,1,512,1,337.4748
1,2,2,1,1,1,1024,5,165.7098
1,1,1,0,0,0,1024,5,337.4748
1,0,2,1,0,0,2048,0,166.1558
0,0,1,2,1,0,2048,0,337.4748
0,2,1,1,0,0,4096,5,337.4748
1,2,1,2,0,1,4096,9,337.4748
0,2,1,0,1,1,512,1,166.5828
1,0,2,2,0,0,1024,1,337.4748
0,1,2,2,1,1,4096,5,337.4748
0,1,1,0,1,0,2048,1,337.4748
1,0,2,0,1,1,512,0,165.6214
0,2,1,2,1,1,512,0,337.4748
0,1,1,0,0,0,1024,1,337.4748
1,0,2,1,0,0,512,9,337.4748
0,2,2,1,0,0,2048,1,166.8784
1,0,1,2,0,0,512,9,337.4748
0,1,1,1,1,1,1024,5,337.4748
0,1,2,0,1,1,4096,9,337.4748
1,1,1,0,1,1,4096,9,337.4748
0,0,1,2,0,1,4096,9,337.4748
0,1,1,1,1,1,2048,5,337.4748
0,2,2,2,1,0,512,0,337.4748
0,1,1,1,0,1,4096,0,337.4748
0,1,1,2,0,1,512,5,337.4748
0,0,2,0,0,0,2048,1,337.4748
0,2,1,0,1,1,4096,0,337.4748
