new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
0,0,2,2,0,0,1024,1,337.4748
0,0,1,2,1,0,2048,5,337.4748
0,1,1,2,1,0,512,1,337.4748
1,2,1,2,1,0,1024,1,337.4748
1,1,2,2,0,1,4096,5,337.4748
1,0,2,2,1,0,4096,9,337.4748
0,0,2,2,0,1,1024,1,337.4748
0,1,1,0,1,1,1024,9,337.4748
0,2,1,1,1,1,512,1,337.4748
1,0,2,0,0,0,1024,1,337.4748
1,1,1,2,0,1,4096,0,337.4748
1,0,1,2,1,1,512,0,337.4748
0,1,2,0,0,0,4096,5,337.4748
1,0,2,2,0,1,1024,1,337.4748
1,1,2,2,1,0,512,1,337.4748
1,0,1,0,1,1,2048,9,337.4748
0,1,1,2,1,0,512,5,337.4748
0,1,1,2,0,1,2048,5,337.4748
0,0,2,2,1,0,512,9,337.4748
1,2,1,2,0,0,4096,1,337.4748
0,2,2,0,1,0,4096,1,164.143
1,0,1,1,0,1,2048,9,337.4748
1,2,2,0,1,0,4096,9,165.358
0,0,2,1,0,0,1024,9,337.4748
0,1,1,1,0,1,2048,9,337.4748
0,1,2,2,0,0,4096,0,31.4676
0,0,1,2,0,1,512,0,337.4748
0,0,2,1,1,1,1024,1,337.4748
1,2,1,0,1,0,1024,1,165.88
1,1,2,1,0,1,1024,1,337.4748
1,1,2,2,1,0,512,1,337.4748
0,0,2,1,0,1,512,9,337.4748
0,1,2,1,0,1,512,0,31.4648
1,0,1,0,0,0,1024,5,337.4748
0,1,1,2,1,1,1024,0,337.4748
0,2,1,2,1,1,2048,9,337.4748
1,0,2,1,1,0,4096,5,337.4748
1,0,2,0,0,1,2048,9,337.4748
0,0,2,1,1,1,512,0,167.0262
0,2,1,1,1,1,2048,0,337.4748
0,0,1,2,0,1,512,5,337.4748
0,1,1,1,1,1,2048,5,337.4748
1,1,2,1,0,1,512,1,337.4748
1,1,2,1,1,0,512,1,337.4748
1,1,1,0,1,0,1024,5,337.4748
0,2,1,2,1,1,2048,9,337.4748
0,1,1,0,1,0,512,5,337.4748
0,1,2,0,1,1,4096,1,337.4748
1,1,2,0,0,1,2048,5,337.4748
0,1,2,2,1,1,1024,5,337.4748
1,0,2,2,1,1,4096,5,337.4748
0,0,1,0,1,1,2048,0,166.5992
0,1,1,1,0,1,512,0,337.4748
1,2,2,2,0,1,2048,5,164.538
0,2,2,0,0,1,512,0,337.4748
1,0,1,1,0,0,4096,9,337.4748
0,2,1,2,1,0,1024,5,337.4748
0,0,1,2,1,1,1024,9,337.4748
0,0,2,2,1,0,512,0,165.7538
1,0,1,1,1,0,2048,1,337.4748
0,0,2,0,1,0,4096,0,164.9116
0,2,2,1,0,1,512,1,166.5214
1,1,2,2,0,0,1024,0,31.7042
0,1,1,2,0,1,2048,1,337.4748
1,1,1,2,1,1,1024,0,337.4748
1,2,1,1,0,1,2048,1,337.4748
0,0,2,0,0,0,512,5,337.4748
1,2,1,1,0,0,4096,9,337.4748
0,2,2,2,1,0,2048,5,165.781
0,0,2,0,1,1,1024,9,337.4748
0,0,2,2,1,0,4096,5,337.4748
1,2,2,2,1,0,2048,1,164.4126
1,0,2,1,0,1,512,5,337.4748
0,0,1,1,1,1,1024,0,337.4748
0,1,1,2,1,0,4096,1,337.4748
1,1,1,1,1,0,4096,0,337.4748
1,2,2,1,1,0,512,5,165.4086
1,1,2,2,0,0,2048,5,337.4748
0,2,1,0,1,1,2048,1,165.4908
1,0,1,2,0,0,1024,1,337.4748
0,0,2,0,1,0,512,9,337.4748
1,2,1,1,1,1,512,0,337.4748
1,1,2,1,0,1,4096,0,33.1188
1,2,1,1,0,0,2048,0,337.4748
0,0,1,0,1,0,4096,9,337.4748
1,1,1,1,0,0,1024,1,337.4748
1,1,1,0,0,0,1024,9,337.4748
1,0,1,0,1,0,4096,9,337.4748
1,1,1,1,1,0,4096,1,337.4748
1,2,2,1,1,0,4096,9,167.6246
0,1,1,0,0,1,512,0,32.3318
1,0,1,1,0,1,2048,1,337.4748
0,2,2,2,0,0,2048,1,165.2856
0,0,2,2,1,0,512,1,337.4748
1,0,1,1,0,1,512,0,337.4748
0,0,2,0,1,0,1024,5,337.4748
0,2,1,1,1,0,2048,0,337.4748
0,1,1,1,1,1,1024,0,337.4748
0,0,2,0,0,0,4096,5,337.4748
1,0,2,0,0,1,512,1,337.4748
