ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,74701.8
0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,94231.4
0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,71407.8
1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,87529.8
1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,71782.6
0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,72877.6
0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,90360.6
1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,77230.0
0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,61255.6
1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,98708.8
0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,89620.8
1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,92620.0
1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,69527.2
1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,73386.6
1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,84188.2
0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,87686.6
0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,76583.4
1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,84949.0
0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,83284.6
1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,82606.6
1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,80024.4
0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,62510.2
1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,75255.8
1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,68567.8
0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,85470.8
0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,87041.4
0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,80971.4
1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,95165.4
1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,71704.8
0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,94368.6
0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,92361.8
0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,71423.6
0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,75878.4
1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,79412.2
0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,81392.6
1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,73282.8
1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,71238.2
0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,75568.4
1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,71258.4
1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,79613.6
0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,73710.8
1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,72515.2
1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,76315.0
1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,84906.2
1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,67531.8
1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,74211.8
1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,79254.6
0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,66567.0
0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,64050.8
0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,86145.2
0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,70979.6
0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,60075.4
0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,84022.0
1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,64222.4
0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,66977.0
0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,83583.8
0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,88075.0
0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,65980.8
1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,79853.2
1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,91692.0
1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,88083.6
1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,70317.2
0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,84523.8
1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,88952.2
1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,86713.2
0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,87520.6
0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,81834.6
1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,91124.2
0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,71593.8
0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,69083.6
1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,75991.0
1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,69077.0
1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,91114.6
1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,68603.0
1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,77054.8
0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,97148.2
0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,74919.4
1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,87809.8
1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,66486.0
0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,89286.2
1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,86873.2
1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,68824.4
1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,72333.2
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,57982.8
1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,81622.8
0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,94678.6
1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,72029.0
0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,64333.8
1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,88028.4
1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,73110.8
0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,72443.4
1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,84754.6
0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,80840.8
1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,81101.4
0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,77948.6
1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,81195.4
0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,79401.0
1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,86244.0
1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,83968.4
1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,71811.8
