new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
1,0,0,1,0,40,512,8,102909.0
4,0,1,1,1,50,2,6,48827.6
4,0,1,0,0,40,64,10,118485.2
2,1,0,0,0,90,1024,6,83175.2
3,0,1,1,0,100,32,4,12221.2
1,0,0,1,0,80,2,10,117671.8
3,1,1,0,0,100,256,6,10557.6
2,1,1,1,1,20,1,8,124973.8
2,1,0,0,1,90,2048,8,100683.2
4,0,1,0,0,10,32,10,145260.0
1,1,1,0,0,40,1,4,15261.4
1,1,1,0,0,90,4096,6,88939.0
3,1,1,1,0,30,64,8,38188.0
1,0,1,0,0,10,128,6,88134.4
1,1,0,1,0,90,64,8,102755.6
1,0,0,0,1,40,32,6,88056.0
5,1,0,0,1,70,2048,4,9147.0
2,0,0,1,0,60,512,0,17675.4
4,0,0,0,0,90,128,4,12725.2
3,1,1,0,0,20,2,2,13326.0
3,1,0,0,1,10,2048,4,12345.0
1,1,0,0,0,50,1024,10,101351.8
2,1,1,0,0,80,32,0,4700.6
2,1,0,1,1,100,1024,10,102641.6
3,0,1,0,0,90,64,10,48568.6
1,1,1,1,1,20,2048,8,103837.8
5,0,0,0,0,90,128,2,9139.6
3,1,0,1,1,10,4096,6,11789.8
4,1,1,0,0,90,4096,2,8885.4
5,1,1,1,0,10,8,8,121055.4
2,1,1,0,1,90,1024,8,100575.6
2,1,0,0,1,80,2,0,7475.2
1,0,1,0,1,10,4096,6,88399.8
1,1,1,0,0,90,1,0,17771.4
2,0,0,1,0,20,16,8,105436.4
3,1,1,1,0,10,1,6,18220.6
3,0,1,0,0,10,4,2,12883.8
1,1,1,0,0,80,256,8,102011.6
5,0,1,1,0,10,64,4,9104.4
1,0,0,1,1,10,8,2,17702.4
5,1,1,1,0,90,512,0,9164.6
1,0,0,1,1,70,512,8,103008.8
5,1,0,0,1,70,16,8,121248.4
1,1,0,0,0,0,4096,2,17940.8
2,1,0,0,1,10,8,10,86892.2
3,0,1,1,0,90,64,8,37762.6
1,0,1,1,0,0,8,10,131598.0
1,0,0,1,1,80,4096,10,102620.6
2,1,1,0,1,30,64,2,4838.4
3,1,1,1,0,80,32,4,12219.0
5,1,0,0,1,80,32,6,47486.0
1,0,0,0,1,70,4,10,80784.6
3,0,0,0,0,60,1024,8,37868.6
2,1,0,0,1,30,1,10,83392.4
4,1,0,1,0,20,4,6,48665.4
5,1,0,0,1,50,16,4,9179.4
4,0,1,1,1,30,4,8,123652.8
5,0,0,1,0,20,4,2,9207.4
3,0,0,1,0,30,4096,4,12071.8
5,1,0,1,1,70,4096,0,9139.2
2,1,0,1,1,20,2048,0,17656.4
1,1,0,1,1,100,16,8,105426.6
5,0,1,1,0,0,1024,4,9236.6
5,0,1,1,0,0,4,8,121221.0
1,0,1,0,0,30,512,0,17729.2
1,1,1,1,0,100,4096,8,102573.6
2,0,1,1,0,70,256,6,91222.6
5,0,1,0,0,80,4096,10,298796.8
4,1,0,0,1,50,512,0,8950.0
3,1,1,0,1,100,2048,0,12178.2
5,0,1,1,1,60,512,6,47694.0
3,1,1,1,0,0,1024,8,44419.2
3,0,1,0,0,10,256,0,12484.6
5,0,1,0,1,30,256,0,9162.0
3,1,1,1,1,70,32,6,10899.4
4,1,0,0,1,50,128,0,8960.8
4,1,0,0,1,100,256,6,19180.6
5,0,0,0,0,20,16,4,9167.6
5,1,1,0,1,30,256,8,121302.4
1,0,0,1,1,80,4096,0,17727.2
2,1,0,0,0,90,1024,2,4683.6
1,0,0,0,1,60,4,8,81276.8
5,0,0,0,0,0,2048,8,121059.8
4,1,1,1,1,0,512,4,39527.6
1,0,1,1,1,30,1,6,116331.0
2,1,1,0,1,30,128,2,4815.6
5,0,0,1,0,30,8,4,9204.6
1,0,1,1,1,70,128,8,103063.6
4,0,1,0,0,90,8,0,9092.6
5,1,1,1,1,30,4,0,9135.0
4,0,1,1,0,60,4096,4,43679.2
2,0,1,0,0,60,128,6,88328.2
4,1,1,1,1,10,128,6,48704.6
3,0,1,1,0,90,4096,4,12108.4
5,0,1,0,1,20,32,0,9172.8
2,0,0,1,1,80,512,6,90675.2
4,1,0,1,1,70,32,6,49792.6
1,1,1,1,1,30,128,6,91339.6
2,0,0,0,0,60,128,0,4740.4
1,0,0,1,1,90,4096,2,17783.0
