ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,72578.8
1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,80274.4
1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,82305.8
0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,66590.4
0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,71761.8
1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,77329.4
1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,77790.8
0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,85690.8
1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,82827.0
1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,91599.2
0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,77112.2
0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,83014.4
0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,95127.6
0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,86962.0
0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,84040.8
0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,77624.4
1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,69945.2
1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,67117.6
0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,71402.0
0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,64026.0
1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,69974.6
1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,84087.0
1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,87063.4
0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,84337.0
1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,67939.6
0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,95675.6
1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,64282.6
