new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
2,1,1,1,0,90,2,2,17587.6
4,1,0,0,1,100,1,6,34879.4
3,0,0,1,1,50,1024,2,12088.6
3,0,1,1,1,0,64,4,15994.2
2,1,1,0,0,60,2048,2,4723.8
4,1,1,0,1,70,16,10,121063.0
4,1,1,1,0,80,4,2,35796.2
1,0,0,1,0,80,512,6,90732.8
3,1,1,1,0,10,64,2,12451.6
2,0,0,1,1,20,4096,0,17705.0
4,1,0,0,1,40,32,10,119575.4
5,1,0,0,1,10,2,4,9163.2
3,0,0,0,1,0,1,4,15873.4
2,0,1,1,0,70,32,4,11895.0
5,0,0,0,1,90,256,4,9137.2
1,1,0,0,0,70,4096,10,100864.8
2,1,0,0,0,70,256,8,100515.8
5,0,0,1,1,10,512,4,9244.6
5,0,0,1,1,10,1024,8,121649.2
5,1,0,1,1,80,32,0,9257.2
3,0,0,1,0,0,1024,10,48191.0
4,0,1,0,0,20,64,6,20358.8
1,0,0,1,1,30,512,2,17775.0
3,0,0,0,1,80,32,6,10842.4
3,0,1,1,1,100,1024,0,12218.0
3,1,1,0,0,30,512,4,12114.4
4,0,1,1,1,60,16,6,49425.8
5,1,0,0,1,60,2,10,299868.6
3,0,1,0,0,70,512,2,12296.6
2,0,1,0,0,30,16,4,4711.8
1,1,0,1,1,80,512,0,17668.2
5,1,0,1,0,90,8,4,9186.6
5,1,1,1,0,30,16,6,47610.6
5,0,1,0,1,30,256,8,121514.6
1,0,0,1,0,90,64,10,102636.0
1,0,0,0,1,20,2048,4,11980.4
2,0,0,0,0,70,32,10,99881.6
2,0,0,1,0,10,64,8,105562.0
3,0,1,0,0,90,4096,6,10709.8
2,0,0,0,1,50,2048,10,101297.0
3,1,1,0,1,90,4096,6,10758.2
2,0,0,1,1,80,512,8,102721.6
5,1,0,0,1,100,16,4,9195.4
2,1,0,0,1,60,128,4,4466.0
3,0,0,0,1,40,16,8,37884.0
1,1,1,0,0,80,2048,4,11789.8
1,0,1,0,0,80,64,10,101488.6
5,1,0,1,0,70,2048,4,9202.2
5,1,0,1,1,80,4,8,121339.6
1,1,0,0,1,40,128,4,11873.8
2,1,0,0,0,30,512,10,100597.2
1,0,1,1,1,60,256,6,90838.6
1,0,1,0,0,0,2,10,84958.6
1,0,1,1,1,90,4,0,17688.8
3,0,1,1,0,70,4096,0,12185.6
3,0,0,0,1,10,16,10,49529.2
3,0,1,1,0,80,1,2,14346.0
4,0,1,1,0,60,8,10,414583.8
2,0,0,1,1,60,32,10,103465.0
4,0,0,1,0,50,4,8,123997.2
1,1,1,0,1,20,2,4,13278.2
5,0,0,0,1,10,8,6,47470.4
4,1,1,0,0,80,128,4,12776.8
1,1,1,0,0,30,8,10,86023.6
4,0,1,0,1,80,4096,0,8905.4
4,0,1,1,1,90,512,10,418223.8
2,1,1,1,1,10,1024,6,93765.0
4,1,0,1,0,20,512,4,43276.6
2,0,0,0,0,40,1024,8,101499.4
5,1,0,1,0,70,1024,8,121486.0
5,0,1,0,0,100,2,10,299832.6
2,1,0,0,1,80,128,6,85646.6
3,0,0,0,0,0,16,2,16504.2
1,0,0,1,0,100,256,8,102734.6
1,0,1,1,1,80,4096,4,11821.6
3,0,1,0,0,40,2048,2,12125.4
3,0,0,0,0,20,4096,10,49289.8
4,0,0,0,1,80,256,6,19313.0
2,0,1,0,1,40,4,2,5499.4
3,0,1,1,0,50,512,8,38132.2
2,1,1,0,0,70,16,2,4995.0
2,1,0,1,1,70,4096,4,11882.6
3,0,1,1,1,50,1,4,14213.2
5,1,1,1,0,70,64,0,9222.6
1,1,1,0,1,80,128,10,102052.2
3,1,1,0,0,10,512,0,12519.0
1,0,0,0,0,10,64,10,99539.8
5,0,0,0,1,50,2,2,9130.6
4,1,1,1,1,0,64,0,35487.4
4,1,1,1,0,90,8,10,415993.4
1,0,0,1,0,0,2048,10,131609.4
1,0,0,0,0,50,4,6,72628.2
5,0,1,1,0,20,512,6,47652.8
1,0,1,1,0,0,4,0,17939.8
2,1,1,0,0,100,512,4,4403.6
3,0,0,0,0,10,1024,4,12495.0
5,0,0,1,0,30,2,4,9212.0
1,0,1,1,1,90,256,0,17780.4
4,0,0,1,1,10,2048,10,417040.6
5,0,0,1,0,40,1,8,121136.4
