new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
3,1,3,1,0,1,1,0,0,0,31.134
3,3,3,0,1,1,1,0,0,1,70.14
4,1,3,1,0,1,1,0,1,0,24.142
1,1,3,0,0,1,0,1,0,1,94.922
1,1,1,0,1,1,0,0,0,0,83.994
3,3,2,1,0,0,1,1,0,0,71.472
1,3,1,1,1,0,1,1,1,0,157.32
2,1,1,0,0,1,0,1,1,1,49.898
4,3,3,1,0,0,1,0,0,1,48.498
1,1,2,0,1,0,1,0,1,0,85.55
2,2,1,1,0,1,1,0,1,1,59.736
4,1,3,1,1,1,1,0,1,1,23.268
1,2,1,0,0,0,1,0,0,1,131.046
1,2,3,1,1,1,1,0,1,1,111.308
4,1,2,1,0,1,0,0,0,0,23.2
4,2,2,1,0,1,1,0,1,1,31.276
1,2,1,1,0,1,1,1,0,0,133.818
2,3,1,1,1,0,1,0,1,1,80.128
2,3,1,0,1,0,0,0,1,0,74.456
4,2,1,1,1,1,0,0,1,1,28.068
2,1,1,1,1,1,1,1,0,1,46.154
3,2,2,1,1,1,0,0,1,0,38.194
1,3,2,1,0,1,0,1,0,0,173.734
2,1,3,0,1,0,1,1,1,0,49.28
3,1,1,0,1,1,0,1,1,1,33.254
2,1,3,1,1,1,1,0,0,0,43.45
1,1,3,0,1,1,1,1,0,1,93.932
3,3,2,0,0,1,1,1,1,1,61.65
1,3,2,0,1,0,1,1,0,0,191.876
2,2,3,0,1,0,0,1,0,0,70.816
1,1,1,0,0,1,1,1,1,0,94.876
3,2,2,0,1,1,1,0,0,0,49.97
3,2,2,1,1,1,1,1,1,0,43.26
2,2,2,1,0,1,0,0,1,0,56.444
4,2,2,1,1,1,0,1,1,0,29.826
2,1,1,1,0,1,1,0,0,0,43.664
4,1,3,1,1,1,0,0,1,0,23.35
3,2,2,0,0,0,0,0,0,1,46.334
4,2,2,1,0,0,0,1,0,0,34.136
2,2,2,0,0,1,1,1,0,1,75.934
2,2,2,1,1,0,0,0,0,1,61.056
1,3,1,0,1,0,1,0,0,0,177.396
1,3,2,0,0,0,1,0,0,1,181.532
3,2,2,1,0,1,0,1,0,1,47.164
1,3,1,0,1,0,0,1,0,1,180.746
3,2,1,1,1,1,1,0,0,0,46.656
3,2,2,0,1,0,1,1,0,1,53.404
2,2,3,0,0,0,1,1,1,1,66.424
4,1,2,1,1,0,0,1,1,0,23.12
3,2,1,0,1,0,1,1,0,0,53.272
2,3,2,0,0,1,1,0,1,0,83.692
1,1,1,0,1,0,1,1,1,0,93.374
2,2,2,0,1,1,0,0,1,1,58.23
2,2,1,1,0,0,0,1,0,0,67.672
4,2,3,0,1,0,1,1,0,0,37.962
1,1,3,0,0,1,1,1,0,1,95.622
1,1,2,1,1,1,0,1,1,1,86.728
1,2,3,0,1,0,1,1,0,0,139.548
3,2,2,0,0,1,0,0,0,0,46.322
4,2,2,0,1,1,0,0,0,1,33.85
4,1,2,1,1,0,1,1,1,1,23.366
2,1,1,0,1,0,1,1,1,0,49.368
3,2,3,0,1,1,1,0,0,0,50.222
4,3,3,0,1,1,0,1,0,0,48.906
1,3,1,0,1,1,1,1,1,0,164.088
1,1,3,1,0,0,1,0,0,0,82.62
4,1,3,0,1,0,1,1,0,1,24.946
3,1,3,1,0,1,1,1,0,0,31.88
2,1,1,1,1,1,1,1,0,1,46.154
2,1,2,1,0,0,0,1,0,0,46.678
2,2,3,0,1,0,0,0,1,0,58.45
2,3,1,0,0,0,1,0,0,0,97.138
1,2,2,0,0,1,1,1,1,1,125.612
2,3,1,0,0,1,1,0,0,0,97.152
4,1,2,1,0,1,0,1,1,0,23.71
1,3,1,0,1,1,0,1,0,1,181.412
4,1,3,0,0,1,1,0,0,0,25.53
1,2,2,1,0,0,0,1,0,0,127.44
1,3,1,0,1,0,1,1,1,1,164.73
3,1,2,1,0,0,0,1,1,1,31.676
3,1,1,0,0,0,0,1,0,1,33.858
3,1,2,0,1,1,0,1,0,0,33.206
2,3,3,1,0,0,1,0,0,0,93.276
4,2,3,1,1,1,0,1,0,1,34.324
4,1,1,0,0,0,0,0,0,0,23.434
4,1,1,0,1,1,0,1,1,0,24.768
3,2,1,1,1,1,0,1,1,0,40.134
1,2,3,1,0,1,0,0,0,0,117.536
2,3,2,1,0,0,0,0,1,1,72.788
3,2,1,0,0,1,1,1,1,1,46.07
2,1,3,1,1,0,0,0,1,0,42.758
4,3,1,1,1,0,1,0,0,0,46.628
2,2,1,1,0,1,0,1,0,0,67.692
3,1,2,1,1,1,1,0,0,0,29.674
4,2,1,0,1,0,0,1,1,1,31.78
3,3,2,1,1,1,0,0,1,1,49.426
2,2,3,1,0,0,1,0,0,1,66.978
2,1,1,0,0,0,0,1,1,0,49.456
1,2,3,0,1,1,0,0,0,0,122.334
3,2,1,1,1,0,1,0,0,0,46.338
