new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
4,0,1,1,1,60,32,6,49732.6
1,1,0,0,1,60,64,2,17882.0
1,0,1,0,1,100,8,8,85958.2
4,1,0,0,0,100,32,2,8929.8
3,1,0,0,1,80,256,0,12070.6
4,1,0,0,1,50,4096,6,19623.4
1,0,0,1,1,50,4096,4,11818.6
2,0,1,0,1,70,32,10,99879.6
2,0,0,0,0,20,16,0,5264.6
5,0,1,1,0,70,2048,4,9164.6
2,0,1,1,0,50,512,10,102839.0
1,0,0,0,0,80,2,10,80361.6
2,1,0,0,1,0,4,0,11450.0
1,0,0,1,1,70,4,2,17697.6
3,0,0,0,0,70,256,6,10810.4
1,1,1,1,0,100,64,10,102821.0
4,0,1,0,0,20,4096,2,9105.2
1,0,1,1,0,10,4096,10,105741.2
2,0,0,1,1,80,512,4,11873.0
2,1,0,1,1,90,64,10,102759.0
2,0,0,1,0,70,16,4,12026.6
3,1,1,0,1,20,2,10,48965.2
2,1,0,1,1,50,16,2,17664.6
5,1,0,1,0,50,16,8,121870.2
1,1,0,1,0,20,4,2,17721.0
1,0,0,0,1,10,2,10,80388.8
5,1,1,0,1,50,4,0,9145.8
5,1,1,1,1,10,256,4,9167.4
5,0,1,1,0,40,2,2,9162.6
5,1,1,0,0,50,256,2,9127.0
3,1,1,1,0,50,256,6,10680.0
2,0,0,1,0,20,2,8,117762.8
1,0,0,0,0,10,128,2,17736.2
2,1,0,0,0,100,64,2,4667.4
5,0,0,0,1,10,4,6,47350.6
1,1,0,1,1,60,256,8,102639.4
5,0,0,0,1,100,4,10,298718.6
3,0,1,0,1,60,256,8,37949.0
3,1,0,0,1,70,512,6,10853.4
5,1,0,0,0,0,2,0,9262.8
2,0,0,0,1,10,2,4,12861.4
5,0,1,0,0,10,4096,10,301716.8
3,1,0,0,1,50,16,2,12279.8
3,0,0,0,0,90,1,4,14179.2
4,1,1,1,0,90,1,10,420064.8
3,1,0,1,0,80,4,10,46581.2
4,1,1,0,1,40,64,4,13115.4
3,0,0,0,0,0,2048,10,48156.8
3,0,0,1,0,40,16,8,37797.8
3,0,1,0,0,0,2,6,20795.6
4,1,0,0,1,100,2048,4,12767.6
5,0,1,0,0,50,16,2,9133.6
4,0,1,0,1,40,128,2,8953.4
5,1,0,1,1,0,512,6,47180.8
5,0,1,0,0,30,32,0,9136.2
2,0,1,1,1,60,64,0,17620.4
5,1,0,1,0,20,512,8,121703.2
4,1,0,0,1,10,1024,2,9252.4
2,1,1,1,0,30,1,10,125283.8
4,1,1,1,0,50,32,8,125102.4
1,1,1,0,0,50,1,0,17670.0
5,1,0,0,0,100,128,8,122371.6
1,0,1,0,0,20,1,4,15226.8
1,1,0,0,0,10,2,2,17684.0
5,1,0,1,1,0,512,4,9215.4
3,0,0,0,0,60,2,4,13038.4
2,0,1,1,1,90,64,0,17601.2
4,0,1,0,1,100,256,10,111279.0
1,1,0,0,1,60,64,8,101956.6
5,1,0,1,0,0,64,10,299533.8
3,0,1,0,1,80,16,6,11451.6
3,1,0,0,0,60,256,0,12131.6
5,0,0,0,1,50,32,8,121648.0
5,0,0,0,0,0,16,2,9227.8
2,1,0,1,1,30,8,6,99032.0
1,1,1,0,0,70,4,4,12499.6
5,1,1,0,1,20,1024,0,9123.4
2,1,1,1,0,30,4,0,17686.2
4,1,1,1,1,60,8,4,43529.6
1,0,1,0,1,70,2,2,17686.4
2,0,1,0,1,100,8,0,5066.2
5,1,1,1,0,50,512,2,9134.2
4,1,0,0,1,50,8,6,22455.8
4,0,1,0,0,40,32,0,8975.4
2,1,0,0,1,50,128,0,4902.8
2,0,0,0,1,60,16,0,4969.2
2,0,1,1,0,40,2,10,117528.0
4,1,1,1,0,100,256,6,49405.2
4,0,1,0,1,0,1,8,75888.0
1,1,1,0,0,60,1,0,17704.4
3,0,0,1,0,70,4096,4,12145.0
4,0,0,0,1,20,4,6,23701.4
3,1,0,1,0,0,64,6,20752.8
5,0,1,1,0,70,2,8,121273.2
5,1,0,1,0,70,16,4,9172.2
2,0,1,1,0,50,2,2,17563.0
1,0,1,0,0,90,32,2,17787.4
2,1,0,0,1,80,1,2,11224.8
3,1,0,0,1,80,2,4,13160.8
2,1,1,0,1,80,2,2,7494.2
