new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
0,1,1,0,0,0,2048,5,337.4748
0,0,1,2,0,1,512,9,337.4748
1,1,2,2,1,1,4096,0,32.0234
0,1,1,1,1,0,512,5,337.4748
0,1,1,2,0,1,2048,5,337.4748
1,1,2,2,0,0,4096,9,337.4748
0,0,2,1,0,1,2048,9,337.4748
1,1,2,0,1,1,512,5,337.4748
0,2,2,1,1,0,512,9,167.3204
0,2,1,0,0,0,4096,1,167.098
1,2,1,1,1,1,512,0,337.4748
1,1,1,0,0,1,1024,5,337.4748
1,1,1,0,0,0,1024,0,32.4778
0,0,2,2,1,0,512,1,337.4748
1,1,2,1,1,0,1024,1,337.4748
1,0,2,0,1,1,2048,5,337.4748
0,0,1,1,0,0,512,9,337.4748
0,1,1,2,0,0,1024,9,337.4748
1,1,1,0,0,0,4096,0,32.509
0,0,2,0,1,1,2048,9,337.4748
1,1,2,1,1,1,512,1,337.4748
0,1,2,1,0,1,4096,0,32.1136
0,0,2,0,0,0,1024,1,337.4748
0,0,2,2,1,1,1024,5,337.4748
0,2,1,0,1,0,2048,9,166.2336
0,2,2,0,0,1,2048,9,162.9336
1,2,1,1,0,0,1024,9,337.4748
0,1,1,1,0,1,4096,5,337.4748
0,0,1,1,0,0,1024,1,337.4748
0,2,1,0,0,0,1024,5,167.4082
0,1,2,0,0,0,2048,1,337.4748
0,1,1,1,0,1,1024,5,337.4748
0,2,2,1,0,1,512,5,163.3292
1,1,1,0,0,0,512,1,337.4748
0,0,2,1,0,0,1024,0,165.5004
0,1,1,1,0,1,1024,1,337.4748
0,0,1,0,0,0,2048,5,337.4748
0,2,1,0,0,1,1024,1,166.278
1,1,2,2,0,0,4096,1,337.4748
1,2,1,1,1,1,1024,9,337.4748
0,1,1,0,1,0,4096,5,337.4748
1,2,1,2,1,1,1024,0,337.4748
0,1,2,0,1,0,512,0,31.0946
1,1,1,2,0,0,512,1,337.4748
1,2,1,1,0,0,1024,9,337.4748
1,1,1,0,1,1,4096,9,337.4748
0,2,2,2,1,1,2048,5,165.6028
1,2,2,1,1,0,4096,1,167.3408
1,2,1,2,0,1,1024,1,337.4748
1,2,2,0,0,0,4096,5,165.0282
0,0,2,0,1,0,4096,1,337.4748
1,2,2,2,1,1,4096,9,165.6936
1,2,1,1,0,0,1024,1,337.4748
0,2,1,2,1,0,4096,1,337.4748
1,1,1,0,0,0,1024,1,337.4748
1,1,2,2,0,0,512,9,337.4748
1,2,2,2,0,1,512,5,163.6538
1,1,2,1,1,1,1024,9,337.4748
0,1,1,2,1,1,512,5,337.4748
1,2,1,0,1,1,512,0,337.4748
1,0,2,0,0,0,4096,9,337.4748
0,0,2,0,1,1,512,1,337.4748
1,2,1,1,0,0,512,1,337.4748
0,1,1,1,1,1,512,9,337.4748
0,2,2,1,1,1,1024,0,337.4748
1,2,1,2,0,1,2048,5,337.4748
0,1,2,0,1,0,1024,1,337.4748
0,2,1,2,1,1,512,9,337.4748
0,2,1,1,0,1,2048,5,337.4748
1,0,1,1,0,0,512,5,337.4748
1,0,2,2,0,0,512,1,337.4748
1,0,1,1,1,0,4096,5,337.4748
0,0,2,2,0,1,4096,5,337.4748
1,0,2,1,1,0,1024,1,337.4748
1,2,1,2,0,1,2048,5,337.4748
1,2,2,1,1,0,4096,5,165.3856
0,1,2,2,1,1,1024,1,337.4748
0,1,1,1,1,0,1024,1,337.4748
0,1,2,2,1,0,1024,5,337.4748
1,1,1,1,1,0,512,0,337.4748
0,0,2,0,1,0,1024,1,337.4748
1,0,1,1,1,1,512,1,337.4748
0,1,1,2,1,1,2048,0,337.4748
1,0,1,1,1,1,1024,0,337.4748
0,1,1,0,0,1,2048,9,337.4748
0,2,2,0,1,1,1024,9,164.2734
1,2,1,0,0,1,4096,0,337.4748
1,0,2,1,1,0,1024,5,337.4748
0,1,2,1,1,0,512,9,337.4748
1,0,2,2,1,0,512,1,337.4748
1,1,1,2,0,1,512,5,337.4748
1,1,1,1,1,0,512,1,337.4748
1,1,1,0,1,1,512,1,337.4748
1,0,2,2,0,1,4096,9,337.4748
1,0,2,2,1,1,4096,9,337.4748
0,2,1,0,1,0,1024,0,337.4748
1,0,1,0,1,0,512,0,166.168
1,2,1,2,0,0,512,9,337.4748
1,2,1,2,1,1,512,1,337.4748
0,0,1,2,0,0,512,5,337.4748
