new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
3,2,2,1,1,0,1,0,0,1,46.864
2,1,3,0,1,0,1,1,0,0,49.288
1,1,3,0,1,1,0,0,0,1,85.054
3,1,2,0,0,0,1,1,1,1,34.228
3,2,2,1,1,0,1,1,0,0,50.454
1,2,1,1,1,0,1,0,0,1,122.382
3,1,2,1,1,1,1,0,1,0,29.806
1,2,1,1,0,0,1,1,1,1,119.39
2,3,1,1,0,1,0,0,1,0,72.538
1,1,3,0,1,0,1,0,0,0,85.904
3,2,1,0,0,0,1,1,0,1,54.04
2,3,2,1,1,1,1,0,0,1,92.04
3,2,1,0,1,1,1,0,1,1,43.258
4,1,3,0,0,0,0,1,1,1,25.166
3,2,2,0,1,1,1,0,0,1,49.88
3,2,3,1,1,0,1,1,1,1,43.42
3,2,2,0,1,1,0,0,1,1,39.83
4,2,3,0,0,0,1,1,1,0,33.516
4,3,1,0,1,1,1,1,0,1,52.84
1,1,1,0,0,0,1,0,1,1,86.608
1,3,2,1,0,1,1,1,0,0,185.546
3,3,3,0,0,1,1,0,1,0,59.772
4,2,2,1,1,0,1,0,1,1,30.714
4,1,1,1,0,0,0,0,0,1,22.254
3,2,2,1,0,0,0,0,1,1,38.398
1,1,2,1,1,0,1,0,0,1,79.856
1,3,1,0,0,1,0,1,0,1,183.342
3,2,1,1,0,1,0,0,1,1,37.706
3,2,1,1,1,1,1,0,0,1,46.406
3,2,3,0,1,1,1,1,1,0,45.686
4,1,1,1,1,0,0,1,0,0,22.794
4,2,2,1,1,0,0,1,0,1,33.836
3,3,3,1,0,1,0,0,0,1,59.11
2,1,2,1,1,1,0,0,1,1,42.4
2,3,2,0,0,1,0,0,0,0,89.124
3,1,2,1,0,0,0,1,0,1,31.866
4,3,2,1,0,0,1,1,0,0,50.338
1,3,1,0,1,0,0,0,1,1,141.194
2,3,3,1,1,0,1,1,1,1,84.046
1,1,1,1,1,1,0,0,0,1,78.57
4,1,3,1,1,0,0,1,1,1,23.334
4,3,3,0,0,0,1,1,1,1,44.852
4,3,2,1,0,0,1,0,0,1,47.678
4,1,3,1,0,0,1,1,1,1,23.774
2,1,2,0,0,1,1,1,1,0,49.97
3,3,1,1,0,0,1,0,0,0,66.636
4,2,2,0,0,0,1,1,0,0,38.082
2,2,1,1,0,0,1,0,0,0,65.846
3,1,3,0,1,0,0,1,0,1,33.34
3,2,1,0,1,0,0,0,0,1,44.76
4,1,3,1,1,1,1,1,0,1,23.374
3,2,3,1,1,0,0,0,0,0,43.532
4,2,3,0,0,1,0,0,0,1,34.896
2,3,2,1,0,0,1,1,0,1,99.664
4,2,1,0,1,1,1,0,1,1,31.604
4,3,1,0,0,0,1,0,0,1,49.802
4,1,3,1,1,1,0,1,1,0,22.92
2,2,1,0,0,1,1,0,0,1,69.798
4,3,3,0,0,0,0,0,1,0,39.87
2,3,1,0,0,1,1,1,0,0,104.552
1,2,3,1,0,1,0,0,0,1,117.372
1,3,3,1,0,0,0,1,0,0,173.138
3,1,1,1,0,1,1,1,0,0,32.182
1,2,2,0,1,0,0,0,0,1,121.212
1,1,2,1,0,1,0,1,1,0,88.304
4,3,1,0,0,0,0,0,0,1,45.34
4,1,3,1,0,1,1,0,0,0,23.934
4,3,3,0,1,0,1,0,0,0,50.09
3,1,3,0,1,0,0,0,1,1,31.652
2,2,2,1,1,0,1,1,0,0,70.29
1,2,3,1,0,0,0,1,1,0,113.162
2,1,2,0,1,0,0,0,0,0,45.634
3,2,3,1,1,1,1,1,0,0,50.296
3,3,2,1,1,1,0,0,1,0,49.85
1,3,3,1,0,0,1,1,1,0,158.872
4,3,2,0,1,1,0,0,0,1,45.406
4,3,3,1,0,0,1,1,1,0,42.892
3,1,2,1,1,0,0,0,1,1,29.364
3,3,2,1,1,0,1,1,1,0,58.982
3,3,1,0,1,1,1,1,1,1,61.482
3,1,1,0,1,1,0,0,1,0,30.672
4,3,1,1,0,0,0,0,0,1,43.44
2,1,2,0,0,1,1,1,1,0,49.97
3,2,3,0,1,1,0,1,0,0,49.57
3,3,3,0,1,1,1,0,1,0,59.306
4,3,1,0,1,0,0,0,0,0,44.64
3,1,3,1,0,1,1,1,1,1,32.29
3,3,1,1,1,0,1,1,0,0,70.864
4,3,2,1,1,1,0,0,0,1,43.208
3,3,3,0,1,0,0,0,0,0,61.386
2,3,2,1,1,0,0,0,0,1,82.968
3,3,3,1,1,1,1,0,0,1,66.908
3,2,2,1,1,0,1,0,0,0,46.994
1,3,1,1,0,0,1,1,1,1,159.598
1,2,2,1,0,0,0,0,0,0,116.494
3,1,2,1,0,0,0,1,0,1,31.866
3,3,2,0,1,1,0,0,0,1,61.064
4,3,1,0,1,0,1,1,0,0,52.532
2,1,3,1,0,0,1,0,0,0,44.502
1,1,2,1,0,0,0,0,1,1,81.4
