ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,78956.2
0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,74334.8
1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,63124.4
1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,87762.2
1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,69948.0
1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,76917.6
1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,72765.4
1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,68339.0
1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,72824.2
0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,81998.0
0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,81094.0
1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,62322.4
0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,85115.6
0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,66962.4
0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,71949.8
1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,87014.6
0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,75537.0
0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,89378.8
1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,93075.6
0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,72378.0
0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,85522.2
1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,86287.4
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,80143.0
1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,67616.6
0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,65443.2
1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,97182.8
0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,76684.6
1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,69911.8
1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,82277.2
1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,87053.8
0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,68742.2
0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,68252.8
0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,85956.2
0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,84461.4
0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,75517.8
0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,71146.0
0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,77212.6
1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,77647.2
1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,72332.4
0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,64711.8
0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,76693.0
1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,68715.2
0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,92963.0
1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,66263.4
0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,84612.6
1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,74010.4
1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,87536.4
