ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,85914.0
0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,85243.6
1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,73934.0
1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,75510.4
0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,79715.4
1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,82608.2
0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,74122.0
0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,85306.0
0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,80108.0
0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,56925.4
1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,71198.4
0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,80153.0
1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,88688.2
0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,65934.6
1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,92557.8
0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,85439.6
1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,85356.6
1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,86673.4
1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,79436.0
0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,82955.0
0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,73530.4
0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,87611.0
0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,74880.8
0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,82772.8
1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,73555.4
0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,72645.8
0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,83428.4
0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,83538.6
0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,75766.6
0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,68495.0
1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,79645.6
0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,68233.0
0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,87861.0
1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,84906.8
0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,65921.0
0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,71118.8
1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,82632.6
0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,77994.4
0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,86294.2
1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,93670.6
1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,82623.4
0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,74648.6
0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,60592.6
1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,85877.4
0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,73843.8
1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,87207.8
0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,65198.2
0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,81862.8
0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,99346.0
0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,85033.8
1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,92923.0
0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,79397.4
1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,64952.2
0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,65173.4
0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,64523.4
0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,66100.6
1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,78195.4
0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,71371.8
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55426.0
0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,83665.0
1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,64219.0
0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,77838.2
0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,95411.0
0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,60575.4
0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,78503.4
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,62854.0
0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,63928.4
0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,75200.6
1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,84520.8
0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,64107.2
0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,65246.8
1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,78879.4
0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,79841.0
0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,71045.4
1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,75255.8
1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,71742.2
0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,85126.4
1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,71225.0
1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,60841.6
1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,81452.4
1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,59761.2
1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,82908.4
0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,78350.2
1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,86392.2
0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,76212.6
1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,83662.4
1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,95112.0
1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,66786.0
1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,72380.8
1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,63230.6
1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,65382.2
1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,64649.6
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,89430.6
1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,81414.8
0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,82288.8
1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,67537.6
0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,64790.6
1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,79785.6
1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,82755.2
0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,67197.8
