new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
4,1,1,0,1,90,4,10,157460.6
3,0,0,0,1,20,128,10,49276.4
5,0,1,0,1,70,16,8,121702.8
1,0,0,0,1,50,512,6,89241.2
5,1,1,1,0,80,8,8,121482.8
3,1,1,1,1,100,16,4,12222.8
4,1,0,1,0,10,32,10,416132.4
1,0,1,0,1,50,4,0,17692.0
2,1,1,0,1,40,512,6,89325.6
3,1,1,1,0,80,2048,10,48581.8
5,0,0,1,1,100,64,4,9132.0
2,0,1,0,1,50,512,8,101091.2
5,1,1,0,1,0,256,6,47620.2
5,0,0,1,0,30,512,8,122009.0
2,1,0,0,1,60,2048,4,4452.4
3,0,0,0,1,20,2048,0,12140.8
4,1,0,0,1,20,16,4,13931.8
5,1,1,0,1,100,8,6,47385.6
3,1,0,1,1,100,8,8,37516.0
2,0,1,0,1,10,128,2,5739.0
4,1,1,0,0,100,16,4,13116.4
3,1,1,0,0,90,1,2,14426.8
5,1,1,0,1,70,2048,0,9170.0
4,1,0,0,1,0,4,10,274707.6
2,0,1,1,1,20,64,0,17638.4
4,1,1,0,0,50,4096,10,113696.4
1,0,0,1,1,80,128,6,90834.8
1,1,1,1,1,30,64,4,11917.4
4,0,0,1,0,60,8,0,35800.0
5,1,0,0,0,20,2,4,9175.2
1,1,0,1,0,100,2,2,17734.6
5,0,0,1,1,50,1,2,9163.0
2,1,1,0,1,0,128,0,11382.8
2,1,0,0,1,0,2,2,11442.4
2,0,0,1,0,40,1,4,15332.4
1,1,0,1,1,80,4,6,103199.0
5,0,0,1,0,40,2,8,121626.0
1,0,0,0,0,50,1,8,83527.2
1,0,1,1,0,0,4096,6,123480.6
4,0,1,1,0,40,1,10,419926.6
2,0,1,0,1,20,512,6,89305.8
1,1,1,0,1,90,128,10,100296.8
3,0,0,0,0,60,512,8,37962.2
5,0,1,0,0,100,4,8,120946.6
1,0,1,0,0,0,1,8,85348.4
3,1,0,0,0,0,8,2,16134.2
5,0,0,1,1,40,1024,0,9199.0
5,1,1,0,0,30,128,4,9155.2
1,1,1,0,0,70,64,8,101664.6
2,1,1,1,0,70,1,6,116390.8
1,0,1,1,1,80,2,8,117744.6
5,1,0,0,1,90,64,6,47613.4
4,0,1,1,0,90,128,10,416044.4
2,1,1,1,0,0,2048,2,17820.6
1,1,1,0,0,90,32,2,17689.6
3,1,0,1,1,10,1,6,18116.8
4,1,0,0,0,80,2048,0,8918.2
1,1,0,0,0,0,4,4,18433.0
1,1,1,0,0,60,16,6,84892.4
5,0,1,1,1,60,16,4,9192.8
5,1,0,1,1,10,64,0,9183.2
4,0,1,0,1,50,8,0,9123.8
1,1,0,0,1,30,2,4,13405.2
3,1,0,1,0,10,1024,6,11762.0
2,1,0,1,1,20,32,6,92585.8
2,1,1,0,1,50,4096,6,89078.4
4,0,0,0,1,50,64,10,113810.8
5,0,1,0,1,40,256,0,9118.6
2,0,0,1,0,0,8,0,17797.8
5,1,1,0,0,70,1024,10,300137.4
1,1,0,1,1,0,128,10,131676.6
1,0,0,0,0,0,256,8,85111.8
5,0,0,1,1,80,4,6,47487.6
3,0,1,1,0,10,2048,10,50538.2
1,0,1,1,0,10,128,2,17685.2
2,1,0,1,1,20,64,8,103693.6
4,1,0,0,0,50,4096,6,19533.8
3,1,1,0,1,30,4,10,46634.6
5,0,1,0,1,40,2048,6,47556.4
3,1,0,1,1,60,1024,8,37916.0
2,1,0,0,1,50,2,0,7441.4
2,1,0,0,0,30,1,8,83483.0
1,0,1,0,1,100,512,2,17828.8
2,0,1,1,0,60,1024,6,90784.6
3,1,1,1,0,30,32,0,12143.2
2,1,1,0,1,0,1024,6,82492.4
2,1,0,1,0,60,8,8,109201.8
1,1,0,0,1,80,4096,10,101371.2
4,1,1,0,0,40,256,2,8957.6
1,1,1,0,0,70,64,6,90152.6
2,0,1,0,1,20,4,10,81035.6
3,1,0,0,0,0,8,10,48048.2
5,0,1,1,1,60,1,8,121096.6
4,1,1,1,1,60,16,4,43662.2
2,0,1,0,0,50,4,8,80993.6
5,1,0,1,1,80,64,8,120843.0
1,1,1,1,0,30,32,2,17809.4
1,1,0,1,0,70,1024,8,103048.2
3,0,0,1,0,70,2,8,39177.8
1,1,1,0,0,90,4,8,80814.0
