ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,60907.8
0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,87075.8
0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,75375.6
0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,79978.6
1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,102122.2
0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,69598.0
0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,66650.0
1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,70000.8
1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,68910.8
0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,69532.8
1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,80443.4
1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,89787.8
0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,90218.8
1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,85769.6
1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,87751.6
1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,75990.4
1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,67078.4
1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,70344.6
0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,75075.0
1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,64824.4
0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,79459.2
1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,84758.4
1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,81807.0
0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,60387.0
1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,87247.4
1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,81765.6
1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,79318.6
1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,75509.4
1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,66634.0
0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,69445.6
0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,78931.8
1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,87678.4
1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,81642.0
0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,81557.6
1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,75519.4
1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,80083.2
1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,92307.6
0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,80912.2
1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,92685.4
0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,92551.0
0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,75047.4
1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,71534.2
0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,68694.8
1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,64089.0
1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,78238.8
1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,79147.0
1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,81722.2
0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,74508.6
1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,70141.2
1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,78893.6
1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,95161.6
0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,81076.0
1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,75278.2
1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,82529.4
1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,94079.4
0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,84428.8
1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,87206.0
0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,72763.0
1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,78218.8
1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,92738.6
0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,95614.0
1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,73405.4
1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,88145.2
1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,78279.8
0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,74596.4
0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,91254.0
0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,80481.2
0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,85671.4
0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,77513.8
0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,65140.2
0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,77104.6
0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,75674.8
0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,70629.8
1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,73034.2
0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,83060.0
0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,85613.2
0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,56961.4
1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,73636.2
1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,77573.0
0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,85958.4
1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,66754.0
1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,95924.8
1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,79922.8
1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,70792.2
1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,92475.2
1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,81698.4
1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,65103.6
0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,69552.2
0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,72129.4
