new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
0,2,1,0,0,0,1024,1,167.5178
0,0,2,2,0,0,4096,9,337.4748
0,1,1,2,0,0,1024,9,337.4748
0,0,2,1,0,1,2048,5,337.4748
0,0,2,0,1,1,4096,9,337.4748
0,1,2,2,1,0,2048,1,337.4748
0,2,1,0,1,0,2048,5,166.5864
1,0,2,0,0,0,512,0,164.1818
1,1,1,2,1,0,2048,5,337.4748
1,0,1,1,1,0,2048,0,337.4748
0,1,2,2,1,0,1024,1,337.4748
0,2,2,2,0,1,2048,9,164.5982
0,0,2,0,1,1,1024,5,337.4748
1,1,2,2,1,0,4096,9,337.4748
1,1,1,1,0,0,1024,1,337.4748
1,1,1,0,1,0,4096,0,32.5432
0,2,2,0,1,1,1024,5,166.492
1,0,2,2,1,0,2048,1,337.4748
1,2,2,0,0,1,2048,0,337.4748
0,0,2,2,0,1,2048,9,337.4748
1,1,2,0,0,0,2048,0,31.8866
1,1,1,2,1,1,4096,9,337.4748
0,0,2,0,1,0,4096,1,337.4748
0,1,1,1,0,0,512,1,337.4748
0,1,2,0,1,1,512,5,337.4748
1,0,2,0,1,0,1024,1,337.4748
0,2,2,2,0,1,4096,0,337.4748
0,1,1,0,0,0,1024,9,337.4748
1,2,2,1,0,1,1024,5,167.1158
1,1,2,1,1,1,2048,9,337.4748
0,2,1,2,0,1,4096,0,337.4748
0,2,1,1,1,0,4096,5,337.4748
1,1,1,0,1,0,512,5,337.4748
0,0,2,0,1,1,512,9,337.4748
0,0,2,0,1,1,512,0,166.063
1,0,2,2,0,0,512,1,337.4748
1,1,2,0,0,0,4096,9,337.4748
1,1,2,0,0,1,2048,1,337.4748
0,2,2,0,1,0,1024,0,337.4748
0,1,2,2,1,1,1024,0,32.2096
1,0,1,2,1,0,1024,0,337.4748
0,1,1,1,1,0,4096,5,337.4748
1,0,1,0,0,1,4096,5,337.4748
1,0,1,1,1,0,512,1,337.4748
1,2,2,0,0,1,1024,5,164.6338
0,0,2,2,0,0,4096,0,167.2748
0,0,2,2,0,0,1024,5,337.4748
1,1,2,0,1,0,4096,9,337.4748
0,0,1,0,1,0,2048,9,337.4748
1,0,1,1,1,1,2048,0,337.4748
1,2,1,0,1,0,1024,1,165.88
0,1,2,2,0,1,1024,0,31.926
1,1,2,2,1,0,1024,0,31.7822
1,2,1,1,0,0,4096,0,337.4748
0,1,2,0,0,1,1024,9,337.4748
1,2,2,0,0,0,512,0,337.4748
0,2,2,0,1,0,512,5,163.0798
1,2,2,1,0,0,2048,5,167.3888
0,0,2,2,1,1,2048,1,337.4748
0,2,2,2,0,0,2048,0,337.4748
0,2,2,1,0,1,2048,5,165.462
1,1,2,2,1,0,1024,1,337.4748
0,2,2,0,1,1,512,5,166.3334
1,0,1,0,1,0,4096,5,337.4748
1,1,2,2,1,0,512,0,31.1244
1,0,2,2,1,0,4096,5,337.4748
1,0,1,0,0,0,4096,5,337.4748
1,2,1,2,0,0,4096,1,337.4748
1,0,1,2,0,1,1024,5,337.4748
0,1,2,0,0,1,4096,5,337.4748
1,2,1,0,0,0,2048,0,337.4748
0,1,2,1,0,1,2048,1,337.4748
0,1,2,0,1,1,4096,9,337.4748
0,1,1,2,0,1,4096,0,337.4748
0,1,2,2,1,1,2048,1,337.4748
1,1,2,1,1,0,512,0,31.6506
0,2,1,1,1,1,1024,5,337.4748
0,0,2,0,1,1,1024,1,337.4748
1,2,2,0,1,1,4096,1,165.7434
0,2,2,0,0,1,4096,0,337.4748
0,2,2,0,0,0,512,1,164.9276
0,0,2,2,0,0,2048,5,337.4748
1,1,1,2,0,1,4096,0,337.4748
1,2,2,2,1,1,512,5,163.3302
1,2,2,1,1,0,4096,1,167.3408
1,0,2,1,1,1,512,5,337.4748
0,0,2,0,0,1,2048,1,337.4748
1,0,1,1,0,0,4096,9,337.4748
0,2,2,1,0,0,1024,5,166.7564
0,1,1,0,1,1,1024,5,337.4748
1,0,1,2,0,0,2048,1,337.4748
1,2,2,0,1,0,512,9,165.5104
0,0,1,2,0,1,1024,1,337.4748
0,2,2,1,0,0,1024,1,166.5234
0,0,1,1,0,1,1024,1,337.4748
1,0,2,0,1,1,512,0,165.6214
0,1,2,2,1,1,4096,0,31.6068
1,1,1,0,0,1,2048,0,33.0006
1,2,2,0,0,1,1024,0,337.4748
1,0,2,2,1,1,4096,1,337.4748
