new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
4,1,2,1,1,1,0,1,0,0,23.01
3,3,2,0,0,1,1,1,0,1,75.758
4,3,2,1,1,0,1,0,1,1,41.344
1,1,2,1,1,0,1,0,1,0,79.702
4,3,2,1,0,1,0,1,0,1,47.128
3,2,1,1,0,0,0,0,1,1,38.016
2,3,2,0,1,1,1,1,0,0,103.458
2,3,2,1,1,1,1,0,1,0,80.35
1,3,1,1,0,1,0,1,0,0,173.828
3,2,2,0,0,1,1,0,0,1,50.812
1,1,3,0,0,0,1,1,0,1,95.252
4,1,1,1,1,1,1,1,0,0,23.178
2,2,1,1,0,1,1,1,1,0,63.11
4,3,3,1,0,1,1,1,0,1,50.912
1,2,1,1,0,1,0,0,1,1,104.452
4,3,2,0,1,0,0,0,1,0,39.27
1,3,1,1,0,0,0,1,0,0,173.056
3,2,3,1,1,1,1,1,0,0,50.296
1,1,3,1,1,1,1,1,0,0,86.802
4,3,1,1,0,0,1,0,1,0,41.46
4,1,1,1,1,0,0,1,1,1,23.586
3,1,3,0,1,1,0,1,0,0,33.288
4,3,2,0,1,0,1,1,0,1,52.888
2,3,1,1,0,1,0,1,1,0,77.206
3,1,3,0,0,1,0,0,0,1,32.498
3,3,2,0,1,0,0,0,1,1,51.67
2,3,1,1,0,0,0,0,0,1,83.266
3,2,2,0,0,1,1,0,0,0,50.756
4,2,3,0,1,0,0,1,1,0,31.75
3,2,2,0,0,1,1,0,0,1,50.812
2,1,1,1,0,0,0,0,0,1,42.99
4,2,2,0,0,0,0,1,1,0,31.57
2,3,3,1,0,1,0,0,0,1,84.43
3,2,1,0,1,0,1,1,1,1,45.788
4,3,1,0,1,0,0,1,0,1,48.678
2,2,3,1,0,0,0,0,1,1,56.226
1,2,2,1,0,0,0,1,0,1,128.004
4,3,3,1,0,1,1,0,0,1,48.272
3,2,2,1,1,1,1,0,1,0,41.478
3,2,3,0,0,0,1,0,1,0,44.392
1,2,2,1,0,1,0,1,0,1,128.548
4,3,3,0,1,1,0,0,1,1,39.382
2,3,3,1,1,1,0,0,1,0,72.436
3,1,2,0,1,0,1,0,1,0,31.638
4,3,3,0,0,0,1,1,1,1,44.852
2,2,3,1,0,1,1,1,1,1,63.276
2,1,2,1,0,0,0,0,1,0,43.346
4,1,3,0,0,1,0,0,0,1,24.762
1,3,2,1,0,0,0,0,1,0,138.17
3,3,1,1,0,0,1,1,1,1,59.066
1,1,2,0,0,0,0,0,1,0,86.078
4,2,1,1,1,0,0,1,1,0,29.742
1,2,2,1,1,1,1,1,0,1,133.016
3,1,1,0,0,1,0,1,0,1,34.028
1,2,1,1,1,1,0,1,1,1,111.978
4,3,2,1,1,0,1,0,1,0,41.354
2,3,1,1,1,1,0,0,0,0,82.598
4,1,3,0,1,0,1,0,1,0,24.83
2,2,3,1,0,0,1,0,1,1,60.662
4,2,2,0,0,1,1,0,0,0,36.582
3,2,1,1,0,1,1,1,1,1,43.916
1,2,2,0,1,0,1,1,0,0,139.71
4,3,1,0,0,1,0,1,0,1,49.482
4,2,2,1,1,0,1,0,1,1,30.714
1,2,2,1,1,0,1,0,1,0,110.736
3,3,3,1,1,1,0,0,1,0,50.466
2,1,1,0,1,0,1,0,0,1,45.242
1,3,1,1,1,1,1,1,0,0,183.728
4,1,3,1,1,1,1,1,1,0,23.302
3,2,1,1,1,0,0,0,0,1,42.198
3,2,1,1,1,1,0,1,0,0,46.24
4,3,3,1,1,1,0,1,0,1,46.498
4,1,1,0,1,1,1,1,1,1,25.064
3,1,3,0,0,0,0,1,1,1,33.936
3,2,3,0,0,1,0,0,0,0,46.868
3,2,2,0,0,1,1,0,1,0,43.992
3,1,3,0,1,1,1,1,0,0,33.554
1,3,1,0,0,1,0,0,1,1,141.664
2,3,1,1,1,1,1,0,0,1,91.398
2,3,3,1,0,0,0,1,1,0,77.526
4,1,1,1,0,1,1,1,0,1,24.092
2,1,2,1,1,1,0,1,1,0,45.772
1,1,1,1,0,0,0,1,0,0,88.362
2,2,1,0,1,1,0,0,1,1,57.422
3,2,1,1,1,0,0,0,0,1,42.198
1,3,2,1,0,0,1,0,0,0,172.148
2,3,1,0,0,0,0,1,0,1,96.284
4,1,3,0,0,1,0,1,0,0,25.038
2,3,3,1,1,1,0,1,0,0,90.766
1,1,1,1,1,0,0,1,0,1,86.616
4,1,3,0,1,0,0,1,1,1,25.034
2,2,1,0,0,1,0,0,0,0,65.08
4,3,2,0,1,1,0,0,0,1,45.406
2,3,1,0,1,1,1,0,0,1,95.76
2,1,3,0,1,0,0,1,1,0,49.114
3,1,2,1,1,0,1,0,1,0,29.656
3,3,1,0,0,0,0,1,1,1,54.76
4,1,3,1,1,0,1,0,0,1,23.216
3,1,1,0,0,0,1,0,1,0,31.614
4,1,3,0,0,0,1,1,1,0,25.08
