new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
1,1,1,1,0,0,4096,1,337.4748
1,1,1,1,0,0,1024,9,337.4748
0,0,2,0,1,0,1024,5,337.4748
1,0,1,0,0,1,512,9,337.4748
1,2,2,2,0,1,1024,9,165.0296
0,0,2,0,0,1,2048,1,337.4748
0,0,1,1,1,0,1024,1,337.4748
1,1,1,0,1,1,4096,9,337.4748
1,2,2,2,1,1,2048,0,337.4748
0,1,1,0,1,0,512,1,337.4748
0,0,2,2,0,0,1024,5,337.4748
0,1,2,2,1,0,4096,9,337.4748
1,0,2,2,0,0,2048,1,337.4748
0,2,2,2,1,0,1024,9,167.7094
1,0,2,1,1,0,1024,9,337.4748
1,0,2,2,1,0,512,1,337.4748
1,2,1,0,1,1,4096,0,337.4748
0,0,1,1,0,0,1024,0,337.4748
1,2,1,2,0,1,2048,0,337.4748
0,2,1,2,1,1,2048,5,337.4748
1,1,2,2,0,0,2048,5,337.4748
1,1,2,2,0,1,2048,9,337.4748
0,2,2,0,1,1,4096,9,164.9448
1,2,2,2,1,1,2048,5,166.1056
0,0,1,2,0,0,512,1,337.4748
1,1,1,0,1,0,4096,9,337.4748
0,0,1,0,1,0,2048,5,337.4748
1,1,1,0,0,1,1024,0,32.7674
1,1,1,2,0,1,512,0,337.4748
0,0,1,1,1,1,512,1,337.4748
1,1,2,0,1,1,4096,1,337.4748
0,1,1,2,1,1,1024,9,337.4748
1,1,1,2,1,1,1024,1,337.4748
0,2,2,1,1,1,2048,1,166.2642
1,1,1,2,0,1,2048,0,337.4748
0,1,2,0,0,0,512,5,337.4748
1,2,1,0,0,0,2048,9,165.9198
0,1,1,1,0,0,4096,5,337.4748
0,1,1,2,0,1,1024,0,337.4748
0,1,2,1,1,1,4096,5,337.4748
0,0,1,0,1,0,2048,5,337.4748
0,0,1,0,0,0,2048,5,337.4748
0,1,2,1,0,1,1024,1,337.4748
1,2,1,0,1,0,512,9,166.854
0,0,2,0,1,1,1024,5,337.4748
1,1,1,1,1,1,2048,0,337.4748
0,0,1,0,1,1,2048,9,337.4748
0,2,1,0,1,1,2048,1,165.4908
0,0,2,1,0,1,1024,9,337.4748
1,0,2,2,0,1,2048,1,337.4748
0,2,1,1,1,1,512,9,337.4748
0,2,1,1,1,1,1024,1,337.4748
0,2,2,1,1,0,4096,0,337.4748
0,1,2,2,0,0,4096,5,337.4748
1,1,1,1,1,0,2048,1,337.4748
0,2,1,2,1,0,512,9,337.4748
0,2,1,0,0,1,512,9,165.847
0,1,1,0,0,1,512,5,337.4748
0,1,2,2,0,1,1024,9,337.4748
0,1,1,0,1,0,2048,5,337.4748
0,0,1,0,1,0,1024,9,337.4748
1,1,2,1,1,0,4096,0,32.9028
1,2,1,0,1,1,2048,5,168.4756
0,2,2,0,1,1,2048,5,165.4042
1,0,2,2,1,0,4096,9,337.4748
0,2,1,0,1,0,2048,5,166.5864
1,2,2,1,1,0,1024,0,337.4748
1,2,1,0,1,1,4096,9,166.8736
1,1,1,2,1,0,4096,0,337.4748
0,2,2,0,1,0,4096,9,166.0144
1,0,2,2,0,1,1024,0,164.182
1,1,1,0,1,1,1024,0,32.272
0,0,2,1,1,1,4096,9,337.4748
0,0,1,1,0,1,2048,9,337.4748
0,0,2,1,0,1,2048,9,337.4748
0,0,2,0,0,0,512,0,161.8958
0,1,1,0,0,1,2048,5,337.4748
0,2,1,0,1,0,2048,0,337.4748
0,0,1,2,0,1,2048,1,337.4748
1,0,2,1,1,1,2048,0,166.0536
0,2,2,1,0,1,1024,1,165.5134
1,0,2,1,0,1,4096,5,337.4748
0,0,2,2,0,0,2048,5,337.4748
1,1,2,2,1,0,2048,5,337.4748
0,1,2,0,1,0,512,1,337.4748
1,0,1,0,1,1,512,9,337.4748
1,2,2,2,1,0,1024,9,163.3854
0,0,2,2,1,1,2048,9,337.4748
1,1,2,0,0,1,2048,1,337.4748
0,1,1,1,1,0,1024,0,337.4748
0,0,2,1,0,1,4096,5,337.4748
1,2,1,0,0,0,512,5,166.6294
1,0,2,1,0,0,4096,5,337.4748
0,1,1,0,0,1,512,5,337.4748
1,1,2,1,1,1,4096,9,337.4748
0,1,1,1,0,0,512,9,337.4748
1,0,1,2,1,1,512,0,337.4748
1,1,1,0,1,1,4096,9,337.4748
1,0,2,2,1,0,2048,9,337.4748
0,0,2,2,0,1,1024,5,337.4748
