fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
1,0,0,1,0,128,2,256,132275.40002493214
0,0,0,1,1,128,8,256,46472.39995771963
0,0,1,1,0,256,32,4096,47277.99996887668
1,0,1,1,1,256,2,4096,140432.99998952882
1,0,0,1,1,256,8,1024,135590.6000344711
0,1,0,1,1,256,32,4096,47367.99991075031
1,0,1,1,1,256,8,256,136729.20007606558
1,0,1,0,1,128,8,4096,137829.59995866785
0,1,0,1,1,64,32,1024,46378.6000152063
0,1,1,1,1,128,32,4096,46787.19997008704
0,0,1,0,0,256,32,4096,46148.19998293353
1,0,0,0,0,64,8,256,134959.39997151203
0,0,1,0,0,64,2,256,46097.39992430987
0,1,0,1,0,64,8,1024,46348.7999296306
0,1,0,0,1,64,8,4096,46203.199921722255
0,0,0,1,0,128,32,4096,46364.99994392218
1,0,0,0,0,256,2,256,135068.99995772375
1,0,1,0,1,256,8,4096,136736.20006140915
0,0,0,0,1,256,2,256,46214.19994200739
1,0,1,0,0,64,2,1024,135076.20004957603
1,1,0,1,1,256,8,256,132543.5999548521
1,1,1,0,0,256,2,256,129738.20000385643
1,0,0,0,1,256,2,1024,130366.79994176836
0,1,0,1,1,64,32,4096,46490.59999566854
0,1,1,1,1,64,32,256,46707.59997775353
0,0,1,1,1,64,2,4096,46572.800078369815
1,0,0,1,0,256,32,256,135844.0000447435
0,1,0,0,1,64,2,256,46143.20006598189
1,0,1,0,0,64,2,1024,135076.1999818941
1,1,0,1,1,128,2,1024,127180.000131852
0,1,0,0,0,128,32,1024,46340.99993830635
1,1,0,0,1,64,32,256,132894.80001972025
1,0,1,1,0,64,8,256,141618.3999070976
1,0,0,0,0,64,8,256,134959.40001132
1,0,0,0,1,128,32,1024,132768.20000538693
1,0,0,0,0,256,8,256,134915.39982074228
1,1,0,0,1,64,32,256,132894.8001687409
1,1,1,0,1,256,32,1024,129640.20001066483
0,1,0,0,0,256,8,1024,46097.59994627942
0,1,0,1,1,64,32,256,46402.400018584834
1,1,0,1,0,256,32,4096,128968.40002053585
0,1,1,0,0,256,8,256,46091.999988649884
0,0,0,1,1,256,2,1024,46274.200088102276
1,0,1,1,0,64,2,256,140491.60008638664
1,1,0,1,1,256,8,1024,122151.79994180413
1,0,1,1,1,256,32,4096,139168.99998520667
0,0,1,1,0,64,32,1024,46819.60007081727
0,0,1,1,1,256,8,256,46788.59995926878
0,1,1,0,1,64,8,256,46218.99992189251
1,0,1,0,0,64,8,1024,133409.99998421574
1,1,0,1,0,64,32,256,133072.4000110676
1,1,0,1,1,64,8,1024,125966.19998460934
1,0,1,0,0,64,2,1024,135076.20006251932
0,0,1,1,1,256,2,256,46651.39997017133
0,0,0,1,1,64,2,1024,46426.000021764696
1,1,1,0,0,128,8,1024,133602.99996669404
1,1,1,0,1,64,32,1024,130145.19996813149
1,0,0,1,1,128,2,4096,134643.99999201298
0,1,0,0,0,256,8,256,46335.60003333765
0,0,0,1,1,256,8,256,46222.79996983203
0,0,1,0,0,256,8,4096,46383.39991677853
1,1,0,0,0,64,32,1024,132129.60004341454
1,1,0,0,0,64,32,1024,132129.59995826462
1,1,0,1,1,64,32,256,135693.60003653853
1,1,0,1,0,256,2,256,135861.9999938259
0,0,0,0,0,128,8,256,46203.999851814
0,1,0,0,1,128,32,1024,46405.000000936765
1,1,0,0,0,256,32,4096,132785.60000805536
0,1,0,0,1,64,8,256,46237.599914883824
1,1,0,1,1,256,32,4096,126458.79993417785
0,1,0,0,0,256,8,4096,46102.00003745272
0,0,1,1,0,256,32,1024,47774.00007784888
0,1,0,1,0,256,2,256,46594.39995702859
0,0,0,1,0,256,8,256,46388.800044050535
0,1,0,1,0,64,2,4096,46433.00006298494
0,0,1,0,0,256,2,4096,46143.40010970519
0,1,0,0,1,128,2,4096,46277.600005545835
0,0,0,1,0,128,32,1024,46368.80004745611
1,1,0,0,1,64,32,1024,132368.40005320762
0,1,0,0,1,256,8,1024,46358.19999936746
1,0,0,1,0,128,32,1024,130621.6000542073
1,0,1,0,1,256,2,256,135600.2000474492
1,0,1,1,0,128,2,1024,140842.00001758602
0,0,0,1,1,128,8,4096,46615.7999946923
0,0,0,0,0,128,8,1024,46208.00004015598
1,0,0,0,1,128,2,4096,132203.5999987875
0,0,0,0,1,128,8,256,46184.19992877298
0,0,0,0,1,128,32,256,46035.000112694746
0,0,0,1,1,128,2,1024,46407.800025633485
0,1,1,0,0,64,8,256,45922.79998522641
0,1,1,1,1,256,2,256,46692.8000735023
1,1,1,0,0,256,8,1024,133984.99997038892
1,0,0,1,1,64,32,1024,131342.80008744262
0,0,1,0,0,256,8,1024,46146.19999984357
0,1,0,0,0,256,8,1024,46097.59995711993
1,1,1,0,1,128,32,1024,135219.0000357762
1,1,1,1,1,128,32,256,135538.40005346775
1,0,0,1,0,256,8,4096,131930.79995040488
1,1,0,1,1,128,8,4096,126456.80002080729
0,0,0,1,1,128,8,256,46472.40006424933
