new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
1,0,0,0,0,100,128,2,17720.0
3,1,0,0,0,0,128,6,20780.8
2,1,1,0,1,50,4096,10,101211.4
4,0,1,1,1,50,4,8,124260.8
5,1,1,1,1,90,2048,4,9137.2
3,0,0,0,1,20,1,2,14465.2
3,0,1,0,1,20,1,6,18193.2
4,0,1,0,0,80,1024,2,8910.6
5,1,0,1,0,60,32,8,121518.2
4,0,1,1,0,50,32,6,49432.2
3,1,0,1,0,60,1024,8,37952.0
2,1,0,1,0,40,2048,10,102930.8
1,1,0,0,0,10,8,10,86721.6
5,1,0,0,1,0,4,2,9230.4
4,1,0,1,1,0,2048,4,39610.0
4,0,1,1,0,50,512,0,35809.0
1,1,1,0,0,10,2,8,80520.2
4,0,1,1,1,30,256,0,35801.4
1,1,1,1,1,60,128,6,90714.0
2,1,0,0,0,60,256,0,4715.8
2,1,0,0,0,50,128,8,101243.6
5,1,1,0,0,60,2048,6,47503.2
5,0,0,1,1,20,16,4,9182.0
1,0,1,0,1,60,256,8,101609.6
2,0,1,0,0,50,256,0,4852.2
1,0,0,1,1,60,8,2,17878.2
2,1,1,0,0,80,16,10,95582.0
2,1,0,0,0,50,4096,2,4863.8
4,0,0,0,0,60,2048,6,19251.8
4,1,0,0,1,10,16,8,47051.6
4,0,1,0,0,30,1024,2,8999.8
1,1,1,0,0,40,512,4,11934.2
2,1,0,1,0,50,1024,4,11860.0
1,0,0,0,1,30,256,4,11955.0
3,1,0,1,1,20,32,8,38462.0
2,0,1,0,1,60,2048,6,88658.0
3,0,0,0,0,60,4096,4,12185.8
1,1,0,1,1,10,256,4,12361.0
2,1,1,1,0,100,512,6,90714.4
5,0,0,1,0,50,4,8,121383.8
1,1,1,1,1,60,4096,8,102548.0
1,0,1,0,1,50,4096,2,17657.0
5,1,1,0,1,30,8,0,9162.0
5,0,1,0,1,100,128,6,47685.2
3,0,1,1,0,70,2048,0,12120.2
5,1,1,0,1,80,8,2,9177.8
5,1,1,1,1,100,2,10,298766.8
3,0,1,0,1,40,64,2,12050.2
5,0,1,1,1,90,2048,2,9142.6
5,0,1,1,0,30,8,6,47606.2
3,1,0,0,0,30,4,4,12975.4
1,0,1,0,0,20,2,10,80314.6
5,1,0,1,0,100,4,6,47485.6
1,0,1,1,1,0,2048,8,131839.2
5,1,0,0,1,40,2,6,47518.4
4,1,0,1,0,80,64,10,415885.0
1,0,1,0,0,60,2048,8,101486.8
4,1,0,0,1,90,1,4,20169.2
1,1,1,1,1,80,16,4,11934.6
2,1,1,1,1,20,64,8,103696.0
4,1,0,1,1,40,1,2,35823.0
1,0,1,0,1,0,8,10,85179.4
4,1,0,0,1,70,8,0,9132.4
4,1,0,0,1,100,64,6,19205.0
2,1,0,0,1,100,2048,4,4391.8
4,1,1,0,0,80,1024,0,8942.0
4,1,0,1,1,90,256,4,43888.2
2,1,1,1,0,40,256,2,17654.2
2,0,1,0,0,60,256,0,4753.4
2,1,0,0,1,80,512,0,4711.6
3,1,0,1,0,20,256,6,11016.8
5,0,1,1,0,50,32,0,9149.8
5,0,1,1,0,80,1,0,9117.4
1,1,0,0,1,0,1,2,17949.4
3,0,1,1,1,0,32,6,20683.4
2,0,0,1,0,60,4,8,114060.0
2,0,0,0,1,80,128,10,101494.2
3,0,1,1,1,100,1024,8,37876.4
5,0,0,0,1,70,2048,2,9188.0
4,0,1,0,0,10,256,8,47273.2
2,1,0,1,0,40,128,6,91328.0
5,0,0,1,1,20,128,6,47597.8
5,0,0,1,1,10,4096,6,47533.8
3,0,0,1,0,70,16,6,11207.4
3,1,0,1,0,50,128,8,38094.4
4,0,1,1,0,90,64,0,35800.2
5,1,0,0,1,80,512,2,9220.2
5,0,0,1,0,0,4,6,47380.6
4,0,0,1,0,30,2048,4,43365.8
5,1,0,0,1,50,32,8,121051.4
4,1,1,0,0,0,8,6,27522.8
4,1,0,0,0,60,16,10,121642.6
5,1,0,1,0,50,1,6,47375.6
2,1,1,0,1,30,4096,0,4824.2
3,0,1,0,1,20,2,0,13251.0
1,0,1,0,1,60,512,6,89693.2
2,0,0,1,1,70,128,4,11932.0
5,1,1,1,1,70,1,8,121232.4
5,0,0,1,0,20,16,8,121492.6
2,1,0,1,1,10,4096,0,17646.8
