new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
1,0,1,1,1,70,4096,0,17785.4
3,0,0,1,1,30,4,10,46653.8
1,0,0,1,1,10,4,4,12607.0
5,0,0,0,1,50,512,8,121795.0
4,1,0,0,1,90,512,6,19249.8
2,1,1,0,0,100,64,4,4200.6
5,0,0,0,1,20,1024,2,9181.0
2,0,1,0,0,70,1,2,11200.0
3,1,1,1,0,20,1,8,42659.8
1,1,0,0,0,80,32,0,17833.4
5,1,0,1,1,50,2,8,121159.4
1,0,0,1,0,40,16,2,17812.2
3,1,1,1,0,60,256,0,11980.4
5,1,0,0,1,40,8,2,9175.0
3,1,1,0,1,90,1,2,14273.0
2,1,0,1,1,30,4096,2,17646.4
2,0,0,1,1,50,1024,10,102915.6
3,0,1,1,1,0,128,4,16086.8
2,1,0,1,1,100,64,4,11800.2
3,0,1,0,0,90,256,0,12098.0
5,1,0,1,1,60,64,2,9243.8
4,0,0,0,1,80,4096,10,112922.4
2,0,0,1,1,30,1024,2,17640.0
5,0,0,0,0,20,64,8,121134.6
2,1,1,0,1,0,128,8,85558.0
1,0,0,0,0,10,2,10,80262.8
4,1,1,1,1,40,2048,0,35902.2
2,1,1,1,1,100,256,8,102630.4
5,1,1,1,0,70,512,2,9187.0
5,1,0,0,1,40,256,8,122405.4
2,0,0,1,1,50,32,2,17798.0
1,0,1,0,0,0,512,10,85260.4
4,1,1,1,0,10,2,6,48513.2
3,1,1,0,1,80,1024,2,12070.4
1,1,0,1,0,100,32,8,103687.8
3,1,1,1,0,40,2048,0,12081.8
3,1,0,0,1,20,2048,10,49316.2
4,1,1,1,1,30,4096,6,49090.2
2,0,0,0,1,20,512,10,101200.2
3,1,1,0,1,60,64,10,48643.4
4,1,0,1,1,50,2048,6,49663.4
2,0,0,1,1,20,1024,8,103713.2
2,0,1,1,1,90,512,8,102833.8
3,1,0,0,1,0,2,10,48088.4
5,0,1,0,0,20,64,0,9137.2
4,0,1,1,1,90,32,8,125330.6
3,0,0,0,0,70,128,6,10753.2
2,1,0,0,1,50,256,0,4874.8
3,1,1,1,0,90,128,2,12021.2
1,0,1,0,0,40,2,4,13306.8
3,1,0,0,1,30,4,6,13620.4
3,1,0,1,1,10,2,6,15658.0
3,1,0,1,1,100,128,6,10598.4
5,1,1,0,1,70,4,4,9164.6
4,1,1,1,0,60,1024,2,35652.6
2,0,0,0,0,0,256,0,11415.2
2,1,1,0,1,0,32,8,85569.8
5,0,1,1,0,10,1,0,9205.0
3,0,1,1,1,30,4,2,12985.4
5,1,1,0,0,40,128,10,301284.4
1,1,0,1,0,0,1,6,123690.6
1,0,0,1,1,10,2,6,107466.4
3,1,1,0,1,100,1024,8,37800.2
5,0,0,1,1,100,2048,0,9189.4
1,1,1,1,1,100,4,0,17682.8
3,0,1,1,1,90,2048,2,12083.6
5,0,1,0,1,40,32,4,9171.8
4,0,1,0,1,70,2,2,9513.0
1,1,1,0,1,90,4096,2,17789.2
2,1,0,0,1,20,2048,2,5033.2
5,1,0,0,0,0,2048,10,299367.2
5,0,1,0,0,70,1024,6,48037.6
2,0,1,1,0,60,4096,4,11854.6
5,0,0,1,0,10,32,2,9126.8
4,1,1,1,1,80,512,4,43588.4
1,0,1,1,0,0,32,2,17891.6
1,1,0,0,1,50,64,6,89517.0
2,1,0,1,1,50,32,4,11941.4
4,1,0,1,1,60,128,8,124653.8
4,0,0,0,1,20,32,4,13918.6
2,1,0,1,1,70,4,8,113790.6
5,0,1,1,1,20,4,8,120804.4
3,1,0,1,0,10,1024,6,11762.0
5,1,0,0,1,60,4096,4,9237.6
5,1,1,0,0,10,128,8,121674.6
2,0,1,1,1,40,32,8,103401.2
4,1,1,1,0,100,512,0,35694.0
3,1,1,1,0,80,64,10,48569.2
4,1,0,1,1,20,4096,2,35680.6
2,0,0,0,0,70,2048,6,84780.6
2,1,1,0,0,40,256,10,101675.6
5,1,1,0,0,10,2,2,9118.2
5,1,1,1,1,50,512,10,301409.0
4,0,1,0,0,30,64,2,9000.2
4,1,0,0,1,40,256,0,8966.2
2,1,0,0,1,10,8,6,76977.8
3,0,0,0,1,80,1024,10,48642.6
2,0,1,1,0,80,1024,2,17655.8
2,0,1,1,1,30,4,0,17636.6
3,1,1,0,1,70,32,4,12394.0
