new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
3,0,1,0,0,10,2,10,49204.8
5,0,1,1,1,70,8,8,121013.4
2,0,1,0,0,10,16,8,96845.6
2,0,0,1,0,90,32,2,17699.0
5,0,0,0,0,80,256,6,47522.4
3,1,1,0,0,80,2,10,48800.6
4,1,0,1,1,90,256,10,416058.8
3,1,0,0,1,20,32,0,12127.4
5,0,0,1,1,40,16,2,9258.8
2,0,1,0,0,70,1024,0,4770.2
1,0,1,0,0,90,2,10,80170.8
1,1,0,0,0,90,128,8,100681.8
5,0,0,0,0,10,64,6,47564.4
4,1,1,1,0,0,256,0,35463.4
4,1,1,1,1,0,8,8,115908.2
3,1,1,1,1,20,128,0,12120.0
5,0,1,0,0,70,4096,4,9203.8
4,1,0,0,1,10,16,2,9271.2
2,1,1,1,0,0,8,8,131558.4
2,0,1,1,0,50,16,4,11991.6
4,0,0,1,1,90,2,10,416003.0
3,0,1,0,0,0,256,8,44722.2
3,0,0,1,1,90,4096,8,37840.6
5,1,0,0,1,100,8,6,47778.6
3,0,1,1,0,90,2,2,13093.0
4,1,0,1,0,90,64,10,415582.6
2,1,0,0,1,80,512,4,4304.8
3,1,0,1,0,80,2,8,39035.0
4,1,0,1,0,20,32,2,35849.8
1,1,1,0,1,50,256,10,101349.8
2,1,0,1,0,50,1,8,125160.2
5,0,1,0,0,50,2048,4,9140.8
1,0,1,1,1,20,2048,2,17709.6
4,1,0,1,1,70,512,10,416644.0
4,1,0,0,1,70,2048,8,39333.2
3,1,0,1,0,60,256,4,12117.0
5,1,0,1,1,30,1,2,9152.4
4,1,0,1,0,40,64,8,124811.8
4,0,1,1,1,60,1024,0,35738.6
4,0,1,1,1,0,64,8,115912.6
2,0,0,1,0,100,8,0,17725.8
3,0,1,0,1,30,2,8,39086.2
4,1,1,0,1,50,512,4,13164.0
1,1,1,0,0,10,128,8,99772.0
2,0,0,0,1,10,4,8,81076.8
5,0,1,1,1,40,64,10,301015.4
4,1,0,0,0,100,128,2,8922.2
5,1,1,1,1,100,4,6,47538.2
2,1,0,1,1,0,8,6,123662.8
3,1,0,1,0,40,64,8,38394.6
1,0,0,0,1,0,256,4,18450.4
5,1,0,1,0,10,64,6,47762.2
1,0,0,0,1,70,16,0,17657.2
3,0,0,0,1,20,1024,2,12255.2
3,0,0,1,1,0,1,0,15940.6
4,0,0,0,0,0,256,0,11924.2
4,1,0,1,0,30,8,10,416197.6
4,1,0,0,1,20,128,4,13826.2
1,0,1,1,1,90,4,0,17688.8
2,1,1,1,1,50,32,8,103613.0
1,1,0,0,1,30,2,4,13405.2
5,0,0,1,0,50,2,2,9304.6
3,1,0,1,1,100,32,8,37625.6
2,0,0,0,0,10,256,0,5734.0
3,0,1,0,0,30,32,8,38279.0
1,0,1,0,1,30,64,8,100786.6
5,0,1,1,1,10,64,6,47490.2
5,0,0,0,1,60,128,2,9182.0
4,1,0,1,1,70,4,6,48988.8
3,1,1,1,0,10,2,4,13114.4
3,0,0,0,1,40,4096,2,12164.8
3,0,0,0,0,40,4,4,12847.0
1,0,1,1,0,70,32,0,17803.6
1,0,1,0,1,10,8,0,17777.0
3,0,1,0,0,20,4,2,12907.2
2,1,0,1,0,50,2,10,117480.2
1,1,1,1,1,10,16,2,17725.0
1,0,0,0,1,80,64,0,17738.8
2,1,1,0,1,30,16,2,5026.0
4,1,1,1,0,10,512,6,48668.0
2,1,1,0,1,50,256,0,4867.2
4,0,1,0,0,80,512,6,19360.2
2,1,0,1,0,10,256,6,93676.6
4,1,0,0,0,80,512,2,8915.0
5,1,0,1,1,80,256,8,121164.8
1,0,1,0,1,10,64,2,17677.4
3,1,0,0,0,80,512,2,12178.0
1,1,1,1,0,20,8,4,12178.2
2,0,0,0,0,90,2048,4,4334.2
2,1,0,1,1,20,64,0,17734.8
2,0,1,0,0,40,16,0,5075.8
2,0,0,1,1,90,256,0,17716.0
2,1,1,1,1,40,2,10,117673.6
2,1,0,0,1,50,8,0,5235.6
3,0,1,0,0,90,32,10,48357.0
1,0,0,0,1,10,2,0,17695.4
5,0,0,0,0,80,8,6,47486.4
5,0,1,1,1,60,16,6,47485.6
1,1,0,0,0,30,256,2,17745.4
4,1,0,1,1,30,1,2,35822.0
