fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
1,0,1,1,0,128,8,1024,138096.7998916815
0,1,0,1,1,256,8,1024,46605.00011772514
0,1,1,1,0,256,32,1024,46477.80011382195
1,0,1,1,1,256,8,4096,136682.9998773363
1,0,0,0,0,256,32,256,132822.9999951904
1,0,1,1,0,256,32,1024,143943.19989466178
1,1,0,0,0,64,32,4096,132758.99994539583
0,0,0,0,1,128,8,4096,46212.2000236629
0,1,0,1,1,128,8,256,47454.80004673594
0,1,1,0,0,256,32,256,46640.599796145536
0,1,0,0,1,64,32,256,46155.200041884906
0,0,1,1,0,128,2,4096,46450.200088756224
1,0,1,0,1,64,2,256,134987.1999540017
0,1,0,0,1,128,8,1024,46124.19991851613
1,0,1,0,0,256,8,4096,137294.79992789205
0,1,1,1,0,128,8,1024,46550.99997185448
1,1,0,0,0,64,8,4096,135287.7999794971
0,0,1,0,0,128,2,1024,46254.60005240862
0,0,0,0,1,128,2,256,47198.59999804396
1,1,0,0,0,128,8,4096,137327.00008552137
0,0,1,1,1,128,2,4096,46785.800044437085
1,0,0,1,1,64,8,4096,134738.40005381152
1,1,0,1,0,256,32,1024,134380.99993163653
0,0,0,1,0,128,8,1024,46551.59991599808
0,1,1,0,1,256,8,1024,46398.399926704384
1,1,1,0,0,64,32,256,136657.39996456925
0,0,0,0,1,256,8,4096,46282.00000097117
0,1,1,1,1,64,2,256,46733.19999628506
1,0,0,0,0,256,8,256,134915.39998424635
1,1,1,1,0,128,8,256,130678.40007561566
1,1,1,1,1,256,8,1024,131012.4000681241
1,1,0,0,0,64,2,256,132203.79995234494
1,0,1,0,1,128,8,256,136260.79998351817
1,1,0,1,1,64,32,1024,123397.20009660376
1,1,1,0,0,128,8,1024,133602.99999567666
1,1,0,1,0,128,32,256,132344.80015599987
1,1,1,1,0,256,32,1024,127038.7999723652
0,0,1,1,1,64,8,256,46834.399997278815
1,1,1,1,1,128,8,4096,130405.60001977927
1,1,1,1,0,64,2,256,128226.20006886004
1,1,1,1,0,64,32,4096,128959.6000521246
1,0,0,0,0,128,8,1024,130750.79994436314
1,0,0,0,1,256,32,256,135823.2000114766
0,1,1,1,1,256,2,256,46692.80005320852
0,0,0,0,1,256,2,1024,46354.199963262006
0,0,1,0,0,128,8,1024,46244.99990795861
1,0,0,1,1,128,2,4096,134644.00001871205
0,1,0,1,1,64,32,1024,46378.60008111028
0,1,0,1,0,128,32,1024,47239.79999821884
0,0,1,1,1,128,2,256,46688.400018024
0,0,1,1,1,256,8,4096,46812.000002471
0,1,1,0,0,256,32,4096,46191.19993716195
1,0,0,0,1,128,2,256,135331.60005642773
0,1,1,1,0,128,2,256,46517.800073014085
0,0,1,0,1,256,32,256,46281.99995637101
0,0,1,0,1,64,32,256,46132.400001229194
0,0,0,1,0,64,2,1024,46287.80000423086
1,0,1,1,0,64,32,1024,139522.40000199332
1,0,0,1,0,256,8,4096,131930.80002308844
0,0,1,0,0,256,8,256,46381.59996715054
1,1,0,0,0,128,8,4096,137327.00002238312
0,0,0,0,1,128,2,4096,46108.199949373
1,1,0,1,1,128,8,256,131563.8000091608
1,1,0,1,1,64,8,256,132419.20002915207
1,1,1,0,1,64,8,4096,127743.8000131309
0,0,1,1,1,64,8,4096,46617.399923380195
1,0,0,0,0,128,8,4096,135612.39993160707
1,1,1,1,1,256,8,1024,131012.39999015343
0,1,1,1,0,256,2,4096,46687.99999677457
1,1,0,1,0,128,2,1024,132390.799861001
0,1,0,1,1,128,2,256,46366.99996990532
0,1,0,0,0,64,8,1024,46294.000024377914
1,1,1,1,0,128,8,1024,129665.9999903034
1,1,1,0,0,64,8,4096,130763.79992344126
0,0,0,1,0,64,8,4096,46361.19999470967
0,1,1,0,1,128,32,1024,46436.799929182765
1,0,0,0,1,64,32,4096,128417.80004162522
0,0,0,0,1,256,32,4096,46070.7999288438
1,0,0,1,1,128,2,4096,134643.99998563097
1,0,1,1,1,256,32,4096,139168.9999924941
0,1,0,0,0,128,2,4096,46368.79994619784
1,0,0,1,0,128,2,4096,134138.80006257133
0,0,0,1,0,256,8,4096,46597.79999436897
1,1,1,0,0,64,32,1024,134439.40012220535
0,1,0,0,0,256,32,256,46178.000079297395
1,0,1,1,0,256,32,1024,143943.20006230366
1,1,1,0,0,128,2,4096,133943.99992242068
0,0,1,1,0,128,8,1024,47023.999899031485
1,1,1,0,1,64,2,1024,132269.20000901085
1,1,0,1,0,128,8,4096,132048.80001325672
1,1,1,1,1,64,8,4096,130401.59999990852
0,0,0,0,1,128,8,256,46184.2000578166
1,0,1,1,0,128,8,256,142638.0000343135
0,1,0,1,0,128,2,256,46584.80003587323
1,1,1,1,0,256,2,1024,129660.19992913476
1,1,0,0,1,128,8,256,137657.5999784429
1,0,0,0,0,128,32,1024,127243.79992856282
0,0,0,1,0,64,2,1024,46287.80001638423
0,0,1,1,0,64,8,256,46557.39996293932
0,1,1,1,1,64,32,1024,47233.19997703122
