Iteration,new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
0,1,2,1,0,1,0,1024,0,337.4748
1,0,0,1,0,1,1,4096,9,337.4748
2,0,2,2,1,0,0,4096,0,337.4748
3,0,2,2,1,0,1,4096,1,165.3172
4,0,2,1,1,0,1,4096,9,337.4748
5,1,1,2,2,1,0,4096,9,337.4748
6,1,0,1,2,1,1,2048,9,337.4748
7,1,0,1,2,0,0,512,0,337.4748
8,1,1,2,2,1,0,2048,0,32.0026
9,1,2,2,0,1,0,2048,0,337.4748
10,1,1,1,1,0,0,2048,0,337.4748
11,0,1,2,2,1,1,2048,5,337.4748
12,0,2,1,2,1,1,2048,9,337.4748
13,1,1,1,2,1,0,1024,1,337.4748
14,0,1,2,1,0,0,1024,5,337.4748
15,0,0,2,1,1,1,2048,5,337.4748
16,1,0,2,1,1,1,2048,5,337.4748
17,1,0,2,0,1,0,4096,0,167.101
18,1,2,1,0,0,0,2048,1,168.358
19,0,2,1,2,0,1,1024,5,337.4748
20,0,0,1,2,1,1,512,5,337.4748
21,1,0,1,0,0,0,1024,1,337.4748
22,0,2,1,1,1,0,2048,5,337.4748
23,0,2,2,1,0,0,512,5,163.7756
24,0,1,1,1,1,1,4096,9,337.4748
25,0,1,1,0,0,0,512,5,337.4748
26,1,2,1,2,1,0,2048,5,337.4748
27,0,0,2,2,0,0,1024,5,337.4748
28,0,1,2,0,1,0,2048,0,31.6254
29,1,0,2,0,0,1,2048,1,337.4748
30,1,1,2,0,1,0,2048,0,31.7862
31,1,1,2,0,1,0,2048,0,31.7862
32,0,1,2,0,1,0,2048,0,31.6254
33,0,1,2,0,1,0,2048,0,31.6254
34,0,1,2,0,1,0,512,0,31.0946
35,0,1,2,0,1,0,512,0,31.0946
36,0,1,2,0,1,0,512,0,31.0946
37,0,1,2,0,1,0,512,0,31.0946
38,0,1,2,0,1,0,512,0,31.0946
39,0,1,2,0,1,0,512,0,31.0946
40,0,1,2,0,1,0,512,9,337.4748
41,0,1,2,0,1,0,512,0,31.0946
42,0,1,2,0,1,0,512,0,31.0946
43,0,1,2,0,1,0,512,9,337.4748
44,0,1,2,0,1,0,4096,1,337.4748
45,0,1,2,0,1,0,512,0,31.0946
