Iteration,new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
0,0,1,1,0,1,1,2048,5,337.4748
1,0,0,1,1,1,0,1024,9,337.4748
2,0,2,1,1,0,0,2048,5,337.4748
3,1,1,2,0,1,0,2048,0,31.7862
4,0,1,1,1,1,1,4096,0,337.4748
5,1,2,2,0,0,0,512,5,165.3404
6,1,0,1,2,1,1,4096,0,337.4748
7,1,1,2,0,0,1,4096,5,337.4748
8,1,0,1,2,1,0,2048,0,337.4748
9,0,2,2,1,1,1,1024,9,165.3228
10,0,2,1,1,1,1,512,1,337.4748
11,0,1,1,0,0,1,512,1,337.4748
12,0,1,1,1,1,1,2048,1,337.4748
13,1,2,1,1,0,1,1024,1,337.4748
14,0,2,1,0,1,0,512,5,166.5048
15,1,2,2,1,0,1,4096,1,166.9868
16,1,1,2,0,0,1,512,1,337.4748
17,1,2,2,2,0,1,2048,1,166.0986
18,1,0,2,2,1,0,4096,9,337.4748
19,1,1,1,1,1,0,1024,0,337.4748
20,1,2,1,0,1,1,2048,0,337.4748
21,0,0,1,1,1,0,512,5,337.4748
22,0,0,2,0,1,0,1024,0,163.6422
23,1,2,2,2,0,1,1024,9,165.0296
24,0,0,2,1,0,0,4096,0,164.4548
25,1,1,1,1,1,0,2048,0,337.4748
26,0,2,1,2,0,1,512,9,337.4748
27,1,2,1,1,1,0,512,9,337.4748
28,1,0,2,2,1,1,512,1,337.4748
29,1,2,2,1,0,1,1024,5,167.1158
30,0,0,2,0,1,0,1024,0,163.6422
31,0,1,2,0,1,0,2048,0,31.6254
32,0,1,2,0,1,0,2048,0,31.6254
33,0,1,2,0,1,0,2048,0,31.6254
34,0,1,2,0,1,0,2048,0,31.6254
35,0,1,2,0,1,0,2048,0,31.6254
36,0,1,2,0,1,0,2048,0,31.6254
37,0,1,2,0,1,0,2048,0,31.6254
38,0,1,2,0,1,0,2048,0,31.6254
39,0,1,2,0,1,0,2048,0,31.6254
40,0,1,2,0,1,0,2048,5,337.4748
41,0,1,2,0,1,0,2048,0,31.6254
42,0,1,2,0,1,0,2048,0,31.6254
43,0,1,2,0,1,0,4096,9,337.4748
44,0,1,2,0,1,0,2048,0,31.6254
45,0,1,2,0,1,0,2048,5,337.4748
46,0,1,2,0,1,0,2048,0,31.6254
47,0,1,2,2,1,0,4096,0,31.3372
48,0,1,2,2,0,0,4096,9,337.4748
49,0,1,2,2,1,0,4096,5,337.4748
50,0,1,2,2,1,0,4096,1,337.4748
51,0,0,2,2,1,0,4096,0,163.2174
52,0,1,2,2,0,0,4096,0,31.4676
53,0,1,1,2,0,0,4096,1,337.4748
54,0,0,2,2,0,0,4096,5,337.4748
55,0,1,1,2,0,1,4096,9,337.4748
56,0,1,2,2,0,0,4096,0,31.4676
57,0,2,2,2,0,0,4096,0,337.4748
58,1,0,1,2,0,1,4096,1,337.4748
59,0,1,2,2,0,0,4096,9,337.4748
60,1,2,2,2,0,1,4096,0,337.4748
61,0,0,1,2,0,0,4096,5,337.4748
62,0,1,2,2,0,0,1024,0,31.2602
63,1,2,2,2,0,1,1024,1,166.767
64,0,1,1,2,0,0,1024,0,337.4748
65,0,0,2,2,0,0,1024,9,337.4748
66,1,1,2,1,0,1,1024,0,32.517
67,0,2,1,2,0,0,1024,5,337.4748
68,0,1,2,2,0,0,1024,0,31.2602
69,1,1,2,1,0,0,1024,1,337.4748
70,0,0,2,2,0,1,1024,0,166.138
71,0,1,1,2,0,0,1024,0,337.4748
72,0,2,2,1,0,0,1024,9,166.5906
73,1,1,2,2,0,0,1024,0,31.7042
74,0,1,2,2,0,1,512,5,337.4748
75,0,1,1,1,0,0,1024,0,337.4748
76,0,0,2,2,0,0,1024,1,337.4748
77,1,2,2,2,0,0,512,0,337.4748
78,0,1,2,1,0,1,1024,9,337.4748
79,0,1,2,2,0,0,1024,0,31.2602
80,0,1,1,2,0,0,1024,5,337.4748
81,1,0,2,2,0,0,512,0,164.1168
82,0,1,2,1,0,0,1024,1,337.4748
83,0,2,2,2,0,1,1024,0,337.4748
84,0,1,2,2,0,0,1024,0,31.2602
85,1,1,1,2,0,0,512,9,337.4748
86,0,1,2,1,0,0,1024,0,31.283
87,0,0,2,2,0,1,1024,5,337.4748
88,0,2,2,2,0,0,512,0,337.4748
89,0,1,1,2,0,0,1024,1,337.4748
90,1,1,2,1,0,0,1024,0,31.9878
91,0,1,2,2,0,1,1024,9,337.4748
92,0,0,2,2,0,0,512,0,161.9756
93,0,2,1,2,0,0,1024,5,337.4748
94,1,1,2,1,0,0,1024,0,31.9878
95,0,1,2,0,0,1,1024,1,337.4748
96,0,1,2,2,0,0,512,0,31.1458
97,0,0,1,2,0,0,512,9,337.4748
98,1,1,2,2,0,0,512,0,32.0308
99,0,2,2,0,0,1,512,5,164.7842
100,0,1,2,2,0,0,512,0,31.1458
101,0,1,2,2,0,0,512,0,31.1458
102,0,1,2,2,0,0,512,0,31.1458
103,0,1,2,2,0,0,512,0,31.1458
104,0,1,2,2,0,0,512,0,31.1458
105,0,1,2,2,0,0,512,0,31.1458
106,0,1,2,2,0,0,512,0,31.1458
107,0,1,2,2,0,0,512,0,31.1458
108,0,1,2,2,0,0,512,0,31.1458
109,0,1,2,2,0,0,512,0,31.1458
110,0,1,2,2,0,0,512,0,31.1458
