Iteration,new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
0,0,2,2,2,0,1,4096,0,337.4748
1,1,2,1,0,0,0,2048,0,337.4748
2,1,2,2,2,0,1,1024,1,166.767
3,0,0,1,1,1,1,512,5,337.4748
4,0,2,2,0,1,1,2048,0,337.4748
5,0,1,1,0,0,0,2048,9,337.4748
6,0,0,2,2,0,0,1024,0,164.0658
7,0,0,2,2,0,1,2048,1,337.4748
8,0,2,2,1,0,0,4096,5,166.55
9,0,2,1,1,0,1,4096,0,337.4748
10,1,2,1,2,0,0,2048,0,337.4748
11,1,1,2,2,1,1,4096,5,337.4748
12,0,0,2,1,0,0,4096,9,337.4748
13,0,0,2,1,0,1,1024,0,165.681
14,0,0,2,1,0,0,4096,0,164.4548
15,1,2,2,2,1,1,2048,1,165.5798
16,1,0,2,1,0,1,512,0,165.4614
17,1,0,2,2,0,1,512,5,337.4748
18,0,0,1,1,0,0,4096,5,337.4748
19,1,2,2,2,1,1,4096,1,164.7978
20,0,0,1,1,0,1,4096,1,337.4748
21,1,2,1,2,1,1,4096,0,337.4748
22,1,0,1,2,0,1,1024,1,337.4748
23,1,1,2,1,1,1,1024,1,337.4748
24,0,2,2,2,0,0,2048,5,165.255
25,1,0,2,1,1,0,512,9,337.4748
26,1,0,2,0,0,1,4096,9,337.4748
27,1,2,1,2,0,0,4096,0,337.4748
28,0,2,1,1,1,1,2048,5,337.4748
29,0,1,2,2,0,1,1024,1,337.4748
30,0,0,2,0,0,0,1024,0,165.2612
31,0,0,2,0,0,0,1024,0,165.2612
32,0,0,2,1,0,0,1024,0,165.5004
33,0,0,2,0,0,0,1024,0,165.2612
34,0,1,2,2,0,0,512,0,31.1458
35,0,1,2,2,0,0,512,0,31.1458
36,0,1,2,2,0,0,512,0,31.1458
37,0,1,2,2,0,0,512,9,337.4748
38,0,1,2,2,0,0,512,0,31.1458
39,0,1,2,2,0,0,512,0,31.1458
40,0,1,2,2,0,0,512,0,31.1458
41,0,1,2,2,1,0,512,9,337.4748
42,0,1,2,0,0,0,512,0,31.3186
43,0,1,2,2,0,0,512,0,31.1458
44,0,1,1,2,0,0,512,0,337.4748
45,0,1,2,2,1,0,512,9,337.4748
46,0,1,2,0,0,0,512,0,31.3186
47,0,1,2,2,0,0,512,5,337.4748
48,0,1,1,2,0,0,2048,0,337.4748
