Iteration,new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
0,1,2,2,1,1,1,4096,9,165.7432
1,1,2,2,2,0,0,4096,0,337.4748
2,0,1,2,0,0,0,2048,1,337.4748
3,1,1,1,1,1,1,4096,0,337.4748
4,0,1,1,1,1,0,512,1,337.4748
5,0,2,2,2,1,1,4096,9,165.688
6,0,2,1,0,0,1,4096,5,165.5558
7,1,2,1,2,1,0,2048,5,337.4748
8,0,1,1,0,1,1,2048,9,337.4748
9,0,0,1,0,1,1,1024,1,337.4748
10,1,1,1,0,0,0,512,1,337.4748
11,0,2,2,1,1,0,512,5,164.8446
12,0,0,2,1,0,0,512,9,337.4748
13,0,1,2,2,1,1,512,9,337.4748
14,1,1,1,2,1,0,512,1,337.4748
15,1,1,2,1,0,1,4096,0,33.1188
16,1,2,2,1,0,1,4096,1,166.9868
17,0,0,2,0,1,0,2048,1,337.4748
18,0,2,1,0,0,1,512,1,166.8656
19,0,0,1,1,1,0,1024,0,337.4748
20,1,0,1,2,0,0,512,1,337.4748
21,0,2,1,0,0,0,1024,0,337.4748
22,1,2,1,1,0,1,2048,9,337.4748
23,0,2,1,1,1,1,4096,9,337.4748
24,0,2,1,1,0,1,1024,9,337.4748
25,0,0,2,1,0,1,1024,5,337.4748
26,0,0,2,1,0,1,4096,0,165.5204
27,0,0,2,0,0,1,2048,9,337.4748
28,1,1,1,1,0,1,4096,9,337.4748
29,0,1,1,1,0,0,1024,5,337.4748
30,1,1,2,1,1,0,512,5,337.4748
31,1,2,2,1,1,0,4096,0,337.4748
32,1,1,2,1,1,0,512,5,337.4748
33,1,1,2,1,1,0,4096,0,32.9028
34,1,1,2,1,1,0,4096,0,32.9028
35,1,1,2,1,1,0,4096,0,32.9028
36,1,1,2,2,1,0,4096,0,31.862
37,1,1,2,2,1,0,4096,0,31.862
38,1,1,2,2,1,0,4096,0,31.862
39,1,1,2,2,1,0,4096,0,31.862
40,1,1,2,2,1,0,4096,0,31.862
41,1,1,2,2,1,0,4096,0,31.862
42,1,1,2,2,1,0,4096,0,31.862
43,1,1,2,2,1,0,2048,0,32.0026
44,1,1,2,2,1,0,4096,0,31.862
45,1,1,2,2,1,0,4096,0,31.862
46,1,1,2,2,1,0,4096,0,31.862
47,1,1,2,2,1,0,2048,0,32.0026
48,1,1,2,2,1,0,4096,5,337.4748
49,1,1,2,2,1,0,1024,0,31.7822
50,1,0,2,2,1,0,1024,1,337.4748
51,1,1,2,2,1,0,1024,0,31.7822
52,1,1,2,2,1,0,1024,1,337.4748
53,1,0,2,0,1,0,1024,0,164.829
54,1,2,2,2,1,0,1024,5,165.5138
