Iteration,new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
0,1,2,1,2,1,1,1024,5,337.4748
1,0,0,1,0,0,0,1024,5,337.4748
2,1,0,2,0,1,1,4096,1,337.4748
3,0,0,1,1,1,0,1024,1,337.4748
4,0,2,2,0,1,1,2048,0,337.4748
5,1,0,2,1,0,0,4096,1,337.4748
6,1,0,1,0,0,0,1024,0,168.0676
7,0,2,2,0,0,0,512,0,337.4748
8,0,0,1,1,0,1,2048,0,337.4748
9,0,0,2,2,0,1,512,5,337.4748
10,0,0,2,1,1,1,512,5,337.4748
11,0,1,1,0,0,0,512,5,337.4748
12,0,2,1,1,1,1,1024,9,337.4748
13,1,0,1,0,0,1,512,9,337.4748
14,0,2,1,1,1,0,2048,0,337.4748
15,1,1,1,1,0,1,512,1,337.4748
16,0,0,2,2,0,1,4096,5,337.4748
17,0,2,2,2,0,0,2048,1,165.2856
18,0,2,1,0,0,1,1024,1,166.278
19,0,0,2,2,1,0,1024,0,161.9528
20,0,0,2,1,0,0,1024,5,337.4748
21,1,2,2,0,0,0,1024,5,166.8392
22,1,1,2,1,1,1,512,5,337.4748
23,0,0,1,2,0,1,512,0,337.4748
24,0,1,1,2,0,0,512,9,337.4748
25,0,0,2,1,0,1,4096,1,337.4748
26,1,0,1,0,1,1,2048,5,337.4748
27,0,1,1,0,1,0,512,9,337.4748
28,1,1,1,0,0,0,2048,9,337.4748
29,1,2,1,1,0,0,512,0,337.4748
30,0,2,2,2,1,0,2048,1,165.2808
31,0,2,2,2,1,0,2048,1,165.2808
32,0,2,2,2,1,0,1024,0,337.4748
33,0,2,2,2,1,0,2048,1,165.2808
34,0,2,2,2,1,0,1024,0,337.4748
35,0,0,2,2,1,0,4096,1,337.4748
36,0,2,2,2,1,0,1024,0,337.4748
37,0,0,2,2,1,0,2048,1,337.4748
38,0,2,2,2,1,0,1024,0,337.4748
39,0,0,2,2,1,0,2048,1,337.4748
40,0,0,2,2,1,0,4096,0,163.2174
41,0,0,2,2,1,0,4096,0,163.2174
42,0,0,2,2,1,0,4096,0,163.2174
43,0,0,2,2,1,0,4096,0,163.2174
44,1,0,2,2,1,0,4096,0,167.6958
45,0,0,2,2,1,0,4096,0,163.2174
46,0,0,2,2,1,0,1024,0,161.9528
47,1,0,2,2,1,0,1024,0,164.9386
48,0,0,2,2,1,0,1024,9,337.4748
49,0,1,2,2,1,0,1024,0,31.0888
50,0,1,2,0,1,0,1024,0,31.4174
51,1,1,2,0,1,1,1024,0,32.0384
52,0,1,2,0,1,0,1024,9,337.4748
53,0,1,2,0,1,0,1024,0,31.4174
54,0,1,2,0,1,1,1024,5,337.4748
55,1,1,2,0,1,0,1024,0,31.9844
56,0,1,1,0,1,1,1024,0,32.7334
57,0,1,2,0,1,0,1024,9,337.4748
