Iteration,new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
0,1,1,1,1,0,0,4096,9,337.4748
1,0,0,2,1,0,0,512,0,165.9226
2,0,0,1,1,1,0,2048,9,337.4748
3,0,1,1,2,0,1,2048,1,337.4748
4,1,2,1,0,0,0,512,1,166.3008
5,1,0,2,0,0,0,512,1,337.4748
6,0,1,1,1,0,0,512,5,337.4748
7,1,1,1,0,1,0,512,5,337.4748
8,0,2,1,1,1,1,4096,9,337.4748
9,0,1,2,1,0,0,1024,9,337.4748
10,0,1,2,1,1,1,4096,0,31.9532
11,1,1,1,2,0,1,2048,0,337.4748
12,1,2,1,1,0,0,1024,0,337.4748
13,1,0,2,0,1,1,2048,1,337.4748
14,1,2,2,2,1,0,2048,1,164.4126
15,1,1,2,2,1,1,2048,0,32.0416
16,0,1,1,0,0,0,4096,0,31.9984
17,0,1,2,2,0,0,4096,1,337.4748
18,0,1,2,0,1,0,4096,0,31.6904
19,1,1,2,1,0,0,2048,0,32.2072
20,0,1,1,1,1,0,4096,0,337.4748
21,1,1,1,0,1,0,512,0,32.389
22,1,1,2,1,1,0,4096,9,337.4748
23,1,1,1,2,1,1,4096,1,337.4748
24,0,2,1,1,1,1,2048,1,337.4748
25,0,1,2,1,0,0,512,1,337.4748
26,0,1,2,1,1,0,2048,1,337.4748
27,1,2,1,0,1,1,512,1,167.2962
28,0,1,2,0,1,1,4096,0,31.7572
29,1,2,1,0,0,1,1024,1,167.9776
30,0,0,2,0,1,1,4096,5,337.4748
31,0,0,2,0,1,1,4096,0,164.3484
32,0,1,2,0,1,1,4096,0,31.7572
33,0,0,2,0,1,1,4096,0,164.3484
34,0,1,2,0,1,1,1024,5,337.4748
35,0,1,2,0,1,1,4096,0,31.7572
36,0,0,2,0,1,0,4096,9,337.4748
37,0,1,2,0,1,0,4096,0,31.6904
38,0,1,2,0,1,0,1024,5,337.4748
39,0,1,2,0,1,0,4096,0,31.6904
40,0,0,2,0,1,0,4096,9,337.4748
41,0,1,2,0,1,0,4096,0,31.6904
42,0,2,2,2,1,0,1024,5,163.9968
43,0,1,2,0,1,0,512,0,31.0946
44,0,1,2,0,1,0,512,9,337.4748
45,0,2,2,2,1,0,512,0,337.4748
46,0,0,2,0,0,0,512,0,161.8958
47,0,1,2,0,1,0,512,5,337.4748
48,0,1,2,2,0,0,512,0,31.1458
49,0,1,2,2,0,0,512,0,31.1458
50,0,2,2,2,0,0,512,9,164.3146
51,0,1,2,2,0,0,512,0,31.1458
52,0,0,1,2,0,0,512,0,337.4748
53,1,1,2,2,0,0,512,5,337.4748
54,0,1,2,2,0,0,512,0,31.1458
55,1,2,1,2,0,0,512,9,337.4748
56,0,1,2,2,0,0,512,0,31.1458
57,0,1,1,2,0,0,2048,0,337.4748
58,1,1,2,1,0,0,512,0,31.3498
59,0,0,2,2,0,0,1024,9,337.4748
60,0,2,1,2,0,0,512,5,337.4748
61,1,1,2,1,0,0,2048,0,32.2072
62,0,1,2,2,0,0,512,1,337.4748
63,0,1,1,1,0,0,512,0,337.4748
64,1,0,2,2,0,0,1024,0,167.1676
65,0,2,2,1,0,1,2048,1,168.1816
66,0,1,2,2,0,0,512,0,31.1458
67,0,1,1,2,1,0,512,5,337.4748
68,1,1,2,0,1,1,1024,9,337.4748
69,0,0,2,1,0,0,512,0,165.9226
70,0,1,2,0,1,0,2048,1,337.4748
71,1,2,1,0,1,1,512,0,337.4748
72,0,1,2,2,0,0,512,0,31.1458
73,0,1,2,0,1,0,1024,5,337.4748
74,0,0,2,1,1,1,2048,9,337.4748
75,0,1,1,0,0,0,512,1,337.4748
76,1,2,2,2,1,0,512,0,337.4748
77,0,1,2,0,1,1,1024,0,31.9392
78,0,1,2,2,0,0,512,0,31.1458
79,0,0,1,0,1,0,2048,5,337.4748
80,1,1,2,1,0,0,512,9,337.4748
81,0,2,2,2,1,1,512,1,164.673
82,0,1,2,0,0,0,1024,0,31.2232
83,0,1,2,0,1,0,512,0,31.0946
84,0,0,1,0,1,0,2048,0,166.6926
85,1,1,2,0,1,1,512,5,337.4748
86,0,2,2,0,1,0,512,9,162.5204
87,0,1,2,0,1,0,1024,0,31.4174
88,0,1,1,0,1,0,4096,1,337.4748
89,1,0,2,0,1,1,512,0,165.6214
90,0,1,2,0,1,0,512,0,31.0946
91,0,2,2,0,1,0,2048,5,163.467
92,0,1,1,0,1,0,512,9,337.4748
93,1,1,2,0,1,1,4096,0,32.7582
94,0,0,2,0,1,0,512,1,337.4748
95,0,1,2,0,1,0,1024,0,31.4174
96,0,2,1,1,1,0,512,0,337.4748
97,1,1,2,0,1,0,2048,5,337.4748
98,0,1,2,0,1,1,4096,9,337.4748
99,0,0,2,1,1,0,512,0,165.6874
100,0,1,1,0,1,0,512,1,337.4748
101,0,1,2,0,1,0,512,0,31.0946
102,0,1,2,0,1,0,512,0,31.0946
103,0,1,2,0,1,0,512,0,31.0946
104,0,1,2,0,1,0,512,0,31.0946
105,0,1,2,0,1,0,512,0,31.0946
106,0,1,2,0,1,0,512,0,31.0946
107,0,1,2,0,1,0,512,0,31.0946
108,0,1,2,0,1,0,512,0,31.0946
109,0,1,2,0,1,0,512,0,31.0946
110,0,1,2,0,1,0,512,0,31.0946
111,0,1,2,0,1,0,512,0,31.0946
112,0,1,2,0,1,0,1024,0,31.4174
113,0,1,2,0,1,0,512,0,31.0946
114,0,2,2,1,1,0,4096,0,337.4748
115,0,1,2,0,1,0,2048,5,337.4748
116,0,1,2,0,1,0,512,9,337.4748
117,1,1,2,0,1,1,512,0,32.436
118,0,0,2,1,1,0,512,1,337.4748
119,0,1,2,0,1,0,1024,0,31.4174
120,0,2,1,0,1,0,512,0,337.4748
121,1,1,2,0,1,0,4096,5,337.4748
122,0,1,2,0,1,1,2048,0,32.3634
123,0,0,2,1,1,0,512,9,337.4748
124,0,1,2,0,1,0,512,1,337.4748
125,0,1,1,0,1,0,1024,0,31.9034
126,1,2,2,0,1,1,512,0,337.4748
127,0,1,2,0,1,0,512,0,31.0946
128,0,1,2,1,1,0,4096,5,337.4748
129,0,0,1,0,1,0,2048,9,337.4748
130,1,1,2,0,1,0,512,0,31.376
131,0,2,2,0,1,1,512,1,165.261
132,0,1,2,0,1,0,1024,0,31.4174
133,0,1,2,1,1,0,512,0,31.03
134,0,0,1,1,1,0,2048,5,337.4748
135,1,1,2,1,1,0,4096,0,32.9028
136,0,1,2,1,1,1,512,9,337.4748
137,0,2,2,1,1,0,512,0,337.4748
138,0,1,2,1,1,0,512,1,337.4748
139,0,1,1,1,1,0,1024,0,337.4748
140,1,0,2,1,0,0,512,0,163.4738
141,0,1,2,1,1,1,512,5,337.4748
142,0,1,2,1,1,0,4096,0,32.1888
143,0,2,2,1,1,0,2048,9,165.4524
144,0,1,1,1,1,0,512,0,337.4748
145,1,1,2,1,0,0,512,1,337.4748
146,0,1,2,1,1,1,1024,0,32.4414
147,0,0,2,1,1,0,512,0,165.6874
148,0,1,2,2,1,0,512,0,30.8186
149,0,2,1,2,0,0,4096,5,337.4748
150,1,1,2,2,1,0,2048,9,337.4748
151,0,1,2,2,1,1,512,0,31.6432
152,0,1,2,2,1,0,512,1,337.4748
153,0,0,2,2,1,0,512,0,165.7538
154,0,1,1,2,0,0,1024,0,337.4748
155,0,1,2,2,1,0,512,0,30.8186
156,1,2,2,2,1,0,4096,0,337.4748
157,0,1,2,2,1,1,512,5,337.4748
158,0,1,2,2,1,0,2048,9,337.4748
159,0,1,2,2,0,0,512,0,31.1458
160,0,0,1,2,1,0,512,1,337.4748
161,1,1,2,2,1,0,1024,0,31.7822
162,0,2,2,2,1,1,512,0,337.4748
163,0,1,2,2,1,0,512,0,30.8186
164,0,1,2,2,0,0,4096,5,337.4748
165,0,1,1,2,1,0,2048,9,337.4748
166,1,0,2,2,1,0,512,0,164.1874
167,0,1,2,2,1,1,512,1,337.4748
168,0,1,2,2,1,0,1024,0,31.0888
169,0,2,2,2,1,0,512,0,337.4748
170,0,1,1,2,0,0,512,0,337.4748
171,0,1,2,2,1,0,4096,5,337.4748
172,1,0,2,2,1,1,2048,0,164.7156
173,0,1,2,2,1,0,512,9,337.4748
174,0,1,2,2,1,0,512,0,30.8186
175,0,2,1,2,0,0,512,1,337.4748
176,0,1,2,2,1,0,1024,0,31.0888
177,1,1,2,2,1,1,512,0,32.3934
178,0,0,2,2,1,0,4096,5,337.4748
179,0,1,2,2,1,0,2048,0,31.2782
180,0,1,1,2,0,0,512,9,337.4748
181,0,2,2,2,1,0,512,0,337.4748
182,1,1,2,2,1,1,512,1,337.4748
183,0,1,2,2,1,0,1024,0,31.0888
184,0,0,2,2,1,0,512,0,165.7538
185,0,1,1,2,0,0,4096,5,337.4748
186,0,1,2,2,1,0,2048,0,31.2782
187,1,2,2,2,1,1,512,9,164.544
188,0,1,2,2,1,0,512,0,30.8186
189,0,1,2,2,1,0,512,1,337.4748
190,0,0,1,2,0,0,1024,0,337.4748
191,0,1,2,2,1,0,512,0,30.8186
192,1,1,2,2,1,0,4096,5,337.4748
193,0,2,2,2,1,1,512,0,337.4748
194,0,1,2,2,1,0,2048,9,337.4748
195,0,1,2,2,0,0,512,0,31.1458
196,0,0,1,2,1,0,512,1,337.4748
197,1,1,2,2,1,0,1024,0,31.7822
198,0,1,2,2,1,1,512,0,31.6432
199,0,2,2,2,1,0,4096,5,163.342
200,0,1,2,2,0,0,512,0,31.1458
201,0,1,1,2,1,0,2048,9,337.4748
202,1,1,2,2,1,0,512,0,31.1244
203,0,0,2,2,1,1,512,1,337.4748
204,0,1,2,2,1,0,1024,0,31.0888
205,0,2,2,2,0,0,512,0,337.4748
206,0,1,1,2,1,0,4096,0,337.4748
207,1,1,2,2,1,0,512,5,337.4748
208,0,1,2,2,1,1,2048,9,337.4748
209,0,0,2,2,1,0,512,0,165.7538
210,0,1,2,2,0,0,512,1,337.4748
211,0,2,1,2,1,0,1024,0,337.4748
212,1,1,2,2,1,0,512,0,31.1244
213,0,1,2,2,1,1,512,0,31.6432
214,0,1,2,2,1,0,4096,5,337.4748
215,0,0,2,2,1,0,2048,9,337.4748
216,0,1,1,2,0,0,512,0,337.4748
217,1,2,2,2,1,0,512,1,165.4944
218,0,1,2,2,1,1,1024,0,32.2096
219,0,1,2,2,1,0,512,0,30.8186
220,0,1,2,2,1,0,512,0,30.8186
221,0,0,1,2,0,0,4096,5,337.4748
222,0,1,2,2,1,0,2048,0,31.2782
223,1,1,2,2,1,1,512,9,337.4748
224,0,2,2,1,1,0,512,0,337.4748
225,0,1,2,2,1,0,512,1,337.4748
226,0,1,2,2,1,0,512,0,30.8186
227,0,1,2,2,1,0,512,0,30.8186
228,0,1,2,2,1,0,512,0,30.8186
229,0,1,2,2,1,0,512,0,30.8186
230,0,1,2,2,1,0,512,0,30.8186
231,0,1,2,2,1,0,512,0,30.8186
232,0,1,2,2,1,0,512,0,30.8186
233,0,1,2,2,1,0,512,0,30.8186
234,0,1,2,2,1,0,512,0,30.8186
235,0,1,2,2,1,0,512,0,30.8186
236,0,1,2,2,1,0,512,0,30.8186
237,0,1,2,2,1,0,512,0,30.8186
238,0,1,2,2,1,0,512,0,30.8186
239,0,1,2,2,1,0,512,0,30.8186
240,0,1,2,2,1,0,512,0,30.8186
241,0,1,2,2,1,0,512,0,30.8186
242,0,1,2,2,1,0,512,0,30.8186
243,0,1,2,2,1,0,512,0,30.8186
244,0,1,2,2,1,0,1024,0,31.0888
245,0,1,2,2,1,0,512,0,30.8186
246,0,1,2,2,1,0,4096,0,31.3372
247,0,1,2,1,1,0,512,5,337.4748
248,0,0,2,2,1,0,2048,9,337.4748
249,0,1,2,2,1,0,512,0,30.8186
250,0,1,2,2,0,0,512,1,337.4748
251,0,2,1,2,1,0,512,0,337.4748
252,1,1,2,1,1,0,1024,0,32.2274
253,0,1,2,2,1,1,512,0,31.6432
254,0,1,2,2,1,0,4096,5,337.4748
255,0,0,2,2,1,0,2048,0,164.9596
256,0,1,1,2,0,0,512,9,337.4748
