Iteration,new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
0,1,1,2,0,1,1,1024,5,337.4748
1,0,2,2,2,1,1,1024,1,166.6378
2,1,1,2,0,1,1,4096,9,337.4748
3,1,0,1,2,1,0,4096,9,337.4748
4,0,0,2,1,0,0,2048,5,337.4748
5,1,2,2,1,0,0,4096,0,337.4748
6,0,0,1,0,0,0,512,5,337.4748
7,1,2,1,1,1,0,512,9,337.4748
8,0,0,2,0,0,1,2048,1,337.4748
9,0,1,1,0,0,1,4096,5,337.4748
10,0,1,2,0,1,0,1024,0,31.4174
11,1,0,1,0,1,1,2048,5,337.4748
12,1,1,1,1,0,1,4096,9,337.4748
13,1,0,2,1,0,1,1024,9,337.4748
14,0,2,2,2,1,0,512,5,163.9568
15,1,0,2,1,1,1,4096,1,337.4748
16,1,1,1,2,1,0,512,5,337.4748
17,1,1,1,1,1,1,4096,0,337.4748
18,1,0,2,1,1,1,2048,1,337.4748
19,0,0,1,0,1,1,2048,9,337.4748
20,1,1,2,0,1,0,1024,9,337.4748
21,1,2,1,0,1,1,4096,0,337.4748
22,0,2,1,2,0,0,1024,5,337.4748
23,0,1,1,2,0,0,512,5,337.4748
24,1,0,1,1,1,1,4096,0,337.4748
25,1,1,2,2,1,0,1024,1,337.4748
26,1,0,1,0,0,0,512,0,167.7768
27,0,2,2,1,1,1,1024,5,165.5496
28,0,2,2,1,0,0,4096,0,337.4748
29,0,1,2,1,0,1,4096,9,337.4748
30,0,2,2,2,1,0,512,0,337.4748
31,0,2,2,2,1,0,1024,0,337.4748
32,0,2,2,2,1,0,512,0,337.4748
33,0,1,2,2,1,0,1024,5,337.4748
34,0,2,2,0,1,0,512,5,163.0798
35,0,1,2,0,1,0,1024,0,31.4174
36,0,1,2,0,1,0,1024,0,31.4174
37,0,1,2,0,1,0,1024,0,31.4174
38,0,1,2,0,1,0,1024,0,31.4174
39,0,1,2,0,1,0,1024,0,31.4174
40,0,1,2,0,1,0,1024,0,31.4174
41,0,1,2,0,1,0,1024,1,337.4748
42,0,1,2,0,1,0,2048,0,31.6254
43,0,1,2,0,1,0,1024,0,31.4174
44,0,1,2,0,1,0,1024,0,31.4174
45,0,1,2,0,1,0,1024,1,337.4748
46,0,1,2,0,0,0,2048,0,31.6514
47,0,1,2,0,1,0,1024,9,337.4748
48,0,1,2,0,1,0,1024,0,31.4174
49,0,1,2,0,1,0,2048,1,337.4748
50,0,0,2,0,0,0,1024,0,165.2612
51,0,1,2,0,1,0,1024,9,337.4748
52,0,1,1,0,1,1,2048,0,32.7328
53,0,0,2,0,0,0,1024,1,337.4748
54,1,1,1,0,1,0,1024,0,31.9774
55,0,1,2,1,1,1,4096,9,337.4748
56,1,0,2,0,1,0,2048,0,165.0044
57,0,1,1,2,0,0,512,1,337.4748
58,1,1,2,1,1,1,1024,0,31.9676
59,0,0,1,0,1,0,4096,5,337.4748
60,0,2,2,0,0,1,1024,9,164.231
61,1,1,2,2,1,0,512,0,31.1244
62,1,1,1,2,1,0,512,0,337.4748
63,1,2,2,2,0,1,512,5,163.6538
64,1,0,2,2,1,0,512,1,337.4748
65,1,1,2,2,1,0,512,9,337.4748
66,1,2,1,2,1,0,512,0,337.4748
67,1,1,2,2,0,1,512,0,31.8482
68,1,0,2,2,1,0,512,5,337.4748
69,1,1,2,2,1,0,512,0,31.1244
70,1,1,2,2,1,0,512,0,31.1244
71,1,1,1,2,1,0,512,0,337.4748
72,1,2,2,2,0,1,512,9,164.441
73,1,1,2,2,1,0,512,1,337.4748
74,1,0,2,2,1,0,512,5,337.4748
75,1,1,1,2,1,0,512,0,337.4748
76,1,2,2,2,0,1,512,0,337.4748
77,1,1,2,2,1,0,4096,0,31.862
78,1,1,2,1,1,0,512,5,337.4748
79,1,1,2,2,1,0,2048,1,337.4748
80,1,0,1,2,1,0,512,9,337.4748
81,1,2,2,2,0,1,512,0,337.4748
82,1,1,2,1,1,0,4096,0,32.9028
83,1,1,2,2,1,0,512,0,31.1244
84,1,1,1,2,1,0,2048,1,337.4748
85,1,1,2,1,0,1,512,0,32.099
86,1,0,2,2,1,0,4096,9,337.4748
87,1,2,2,2,1,0,512,5,163.3106
88,1,1,1,2,1,0,2048,0,337.4748
89,1,1,2,1,0,1,512,0,32.099
90,1,1,2,2,1,0,4096,1,337.4748
91,1,0,2,2,1,0,512,0,164.1874
92,1,2,1,1,1,0,2048,9,337.4748
93,1,1,2,2,0,1,512,5,337.4748
94,1,1,2,2,1,0,512,0,31.1244
95,1,1,2,2,1,0,4096,0,31.862
96,1,0,1,1,1,0,512,1,337.4748
97,1,2,2,2,0,1,2048,0,337.4748
98,1,1,2,2,1,0,512,9,337.4748
99,1,1,2,2,1,0,512,5,337.4748
100,1,1,1,1,1,0,4096,0,337.4748
101,1,1,2,2,1,0,512,0,31.1244
102,1,1,2,2,1,0,512,0,31.1244
103,1,1,2,2,1,0,512,0,31.1244
104,1,1,2,2,1,0,512,0,31.1244
105,1,1,2,2,1,0,512,0,31.1244
106,1,1,2,2,1,0,512,0,31.1244
107,1,1,2,2,1,0,512,0,31.1244
108,1,1,2,2,1,0,512,0,31.1244
109,1,1,2,2,1,0,512,0,31.1244
110,1,1,2,2,1,0,512,0,31.1244
111,1,1,2,2,1,0,512,0,31.1244
112,1,1,2,2,1,0,512,0,31.1244
113,1,1,2,2,1,0,2048,0,32.0026
114,1,0,2,2,1,0,512,1,337.4748
115,1,2,2,2,1,0,512,9,165.0668
116,1,1,2,2,1,0,512,0,31.1244
117,1,1,2,1,0,1,4096,5,337.4748
118,1,1,2,2,1,0,512,0,31.1244
119,1,0,2,2,1,0,2048,0,165.18
120,1,1,1,2,1,0,512,0,337.4748
121,1,2,2,1,0,1,512,1,165.3788
122,1,1,2,2,1,0,4096,9,337.4748
123,1,1,2,2,1,0,512,5,337.4748
124,1,1,2,2,1,0,2048,0,32.0026
125,1,0,1,2,1,0,512,0,337.4748
126,1,2,2,1,0,1,512,0,337.4748
127,1,1,2,2,1,0,512,1,337.4748
128,1,1,2,2,1,0,4096,0,31.862
129,0,1,1,2,1,0,1024,9,337.4748
130,1,0,2,2,0,1,512,5,337.4748
