Iteration,new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
0,0,2,1,0,1,0,1024,5,167.7964
1,1,1,2,0,1,1,1024,9,337.4748
2,1,2,1,2,1,1,4096,0,337.4748
3,1,1,1,1,1,0,4096,5,337.4748
4,0,0,2,0,1,1,512,5,337.4748
5,0,2,1,1,0,0,4096,5,337.4748
6,1,0,2,2,0,1,512,5,337.4748
7,1,2,1,2,0,1,4096,5,337.4748
8,0,2,2,0,1,0,512,0,337.4748
9,0,0,2,0,0,1,2048,9,337.4748
10,0,2,2,2,1,0,512,9,165.94
11,1,0,2,0,0,1,512,5,337.4748
12,1,0,2,1,1,1,1024,5,337.4748
13,0,1,1,2,0,0,1024,0,337.4748
14,0,0,2,0,1,1,512,1,337.4748
15,1,0,2,1,0,1,1024,0,163.0718
16,1,1,2,0,0,1,2048,5,337.4748
17,0,2,2,1,1,1,1024,1,166.4296
18,0,1,2,0,0,0,512,9,337.4748
19,0,1,2,2,1,1,512,0,31.6432
20,1,0,1,1,1,0,4096,0,337.4748
21,0,0,2,2,1,0,2048,5,337.4748
22,1,0,1,0,0,1,1024,5,337.4748
23,1,1,2,2,1,0,512,9,337.4748
24,1,1,1,2,1,0,2048,9,337.4748
25,0,1,2,0,1,0,2048,9,337.4748
26,1,1,1,0,1,0,4096,5,337.4748
27,0,1,1,0,1,1,512,1,337.4748
28,1,1,2,1,0,0,1024,1,337.4748
29,0,1,2,1,1,0,512,9,337.4748
30,0,0,2,1,0,1,1024,0,165.681
31,1,0,2,2,0,1,1024,0,164.182
32,1,0,2,1,0,1,1024,0,163.0718
33,0,1,2,2,0,1,1024,0,31.926
34,0,1,2,2,0,1,1024,0,31.926
35,0,1,2,2,1,1,512,0,31.6432
36,0,1,2,2,1,1,512,0,31.6432
37,0,1,2,2,1,1,512,0,31.6432
38,0,1,2,2,1,1,512,0,31.6432
39,0,2,2,2,1,1,512,0,337.4748
40,0,1,2,2,1,1,512,0,31.6432
41,0,2,1,2,1,1,4096,0,337.4748
42,0,1,2,2,1,1,512,1,337.4748
43,0,1,2,2,1,1,512,0,31.6432
44,0,2,2,2,1,1,512,0,337.4748
45,0,1,1,2,1,1,4096,0,337.4748
46,0,1,2,2,1,1,512,1,337.4748
